"gene"	"V11"	"V2.x"	"transcript"	"uniprot_accession"
"LOC134728129"	1.58e-45	"sp|Q24157|BRN_DROME"	"lcl|NC_086380.1_cds_XP_063448635.1_31002"	"Q24157"
"LOC134728124"	3.19e-44	"sp|Q24157|BRN_DROME"	"lcl|NC_086380.1_cds_XP_063448629.1_31008"	"Q24157"
"LOC134728128"	2.8e-89	"sp|Q66JA9|U19BA_XENLA"	"lcl|NC_086380.1_cds_XP_063448634.1_31015"	"Q66JA9"
"LOC134681586"	0	"tr|A0A193DUA0|A0A193DUA0_MYTCO"	"lcl|NC_086380.1_cds_XP_063397304.1_31016"	"A0A193DUA0"
"LOC134681587"	2.43e-134	"sp|P82186|GUN_MYTED"	"lcl|NC_086380.1_cds_XP_063397305.1_31017"	"P82186"
"LOC134728132"	3.32e-73	"sp|Q502G5|CA050_DANRE"	"lcl|NC_086380.1_cds_XP_063448643.1_31018"	"Q502G5"
"LOC134728131"	4.28e-146	"sp|Q96RR1|PEO1_HUMAN"	"lcl|NC_086380.1_cds_XP_063448641.1_31019"	"Q96RR1"
"LOC134728133"	6.58e-35	"sp|Q6DHQ1|HVCN1_DANRE"	"lcl|NC_086380.1_cds_XP_063448644.1_31021"	"Q6DHQ1"
"LOC134728134"	8.15e-34	"sp|Q9R1S4|XBP1_RAT"	"lcl|NC_086380.1_cds_XP_063448645.1_31022"	"Q9R1S4"
"LOC134728136"	0	"sp|Q8NHP8|PLBL2_HUMAN"	"lcl|NC_086380.1_cds_XP_063448647.1_31023"	"Q8NHP8"
"LOC134728135"	1.65e-48	"sp|Q8N4B1|SESQ1_HUMAN"	"lcl|NC_086380.1_cds_XP_063448646.1_31024"	"Q8N4B1"
"LOC134728137"	1.24e-42	"sp|A8MU46|SMTL1_HUMAN"	"lcl|NC_086380.1_cds_XP_063448653.1_31025"	"A8MU46"
"LOC134728137"	2.26e-42	"sp|Q99LM3|SMTL1_MOUSE"	"lcl|NC_086380.1_cds_XP_063448657.1_31026"	"Q99LM3"
"LOC134728137"	2.37e-41	"sp|Q8WZ42|TITIN_HUMAN"	"lcl|NC_086380.1_cds_XP_063448658.1_31027"	"Q8WZ42"
"LOC134681525"	6.92e-52	"sp|O09053|WRN_MOUSE"	"lcl|NC_086380.1_cds_XP_063397235.1_31038"	"O09053"
"LOC134728139"	9.33e-179	"sp|Q61382|TRAF4_MOUSE"	"lcl|NC_086380.1_cds_XP_063448662.1_31039"	"Q61382"
"LOC134728140"	0	"sp|Q28DG8|THOC5_XENTR"	"lcl|NC_086380.1_cds_XP_063448676.1_31052"	"Q28DG8"
"LOC134728141"	0	"sp|O45228|PROD_CAEEL"	"lcl|NC_086380.1_cds_XP_063448679.1_31055"	"O45228"
"LOC134728142"	0	"sp|Q810B6|ANFY1_MOUSE"	"lcl|NC_086380.1_cds_XP_063448680.1_31058"	"Q810B6"
"LOC134681590"	7.95e-38	"sp|A2BG43|GLTP_DANRE"	"lcl|NC_086380.1_cds_XP_063397309.1_31061"	"A2BG43"
"LOC134728145"	5.78e-109	"sp|A2CEX1|ZDH8B_DANRE"	"lcl|NC_086380.1_cds_XP_063448683.1_31064"	"A2CEX1"
"LOC134681591"	2.13e-32	"sp|Q9SMQ6|RAA4B_ARATH"	"lcl|NC_086380.1_cds_XP_063397310.1_31068"	"Q9SMQ6"
"LOC134681531"	8.12e-38	"sp|P16157|ANK1_HUMAN"	"lcl|NC_086380.1_cds_XP_063397242.1_31071"	"P16157"
"LOC134728149"	3.45e-42	"sp|B3DM66|GP161_XENTR"	"lcl|NC_086380.1_cds_XP_063448688.1_31072"	"B3DM66"
"LOC134681532"	1.8e-95	"sp|Q96RW7|HMCN1_HUMAN"	"lcl|NC_086380.1_cds_XP_063397244.1_31074"	"Q96RW7"
"LOC134681533"	0	"sp|A6QPU5|SYDM_BOVIN"	"lcl|NC_086380.1_cds_XP_063397245.1_31075"	"A6QPU5"
"LOC134681535"	2.12e-32	"sp|Q09575|YRD6_CAEEL"	"lcl|NC_086380.1_cds_XP_063397247.1_31078"	"Q09575"
"LOC134681536"	1.79e-40	"sp|Q09575|YRD6_CAEEL"	"lcl|NC_086380.1_cds_XP_063397248.1_31079"	"Q09575"
"LOC134728152"	3.2e-127	"sp|Q8BHT6|B3GLT_MOUSE"	"lcl|NC_086380.1_cds_XP_063448694.1_31085"	"Q8BHT6"
"LOC134728153"	7.59e-116	"sp|Q23023|UNC51_CAEEL"	"lcl|NC_086380.1_cds_XP_063448696.1_31086"	"Q23023"
"LOC134728156"	5.7e-75	"sp|O08715|AKAP1_MOUSE"	"lcl|NC_086380.1_cds_XP_063448702.1_31091"	"O08715"
"LOC134681457"	9.55e-41	"sp|O60290|ZN862_HUMAN"	"lcl|NC_086380.1_cds_XP_063397162.1_31094"	"O60290"
"LOC134681604"	2.26e-41	"sp|Q99JY3|GIMA4_MOUSE"	"lcl|NC_086380.1_cds_XP_063397321.1_31113"	"Q99JY3"
"LOC134728165"	3.04e-75	"sp|Q6UWH6|TX261_HUMAN"	"lcl|NC_086380.1_cds_XP_063448716.1_31114"	"Q6UWH6"
"LOC134728167"	0	"sp|Q8QFP8|LIMK1_CHICK"	"lcl|NC_086380.1_cds_XP_063448720.1_31117"	"Q8QFP8"
"LOC134728167"	1.47e-137	"sp|P53667|LIMK1_HUMAN"	"lcl|NC_086380.1_cds_XP_063448723.1_31120"	"P53667"
"LOC134681539"	1.25e-28	"sp|G5ECQ2|FRIZ2_CAEEL"	"lcl|NC_086380.1_cds_XP_063397252.1_31132"	"G5ECQ2"
"LOC134728171"	9.04e-30	"sp|Q9I9M5|FZD1_XENLA"	"lcl|NC_086380.1_cds_XP_063448729.1_31135"	"Q9I9M5"
"LOC134728172"	6.91e-25	"sp|A0A0K3AWM6|MOM5_CAEEL"	"lcl|NC_086380.1_cds_XP_063448731.1_31136"	"A0A0K3AWM6"
"LOC134728174"	5.06e-60	"sp|Q8C1R0|TSSK5_MOUSE"	"lcl|NC_086380.1_cds_XP_063448732.1_31137"	"Q8C1R0"
"LOC134681542"	2.64e-137	"sp|Q5MCW4|ZN569_HUMAN"	"lcl|NC_086380.1_cds_XP_063397256.1_31138"	"Q5MCW4"
"LOC134681543"	9.93e-98	"sp|Q5R5U3|ZN271_PONAB"	"lcl|NC_086380.1_cds_XP_063397257.1_31139"	"Q5R5U3"
"LOC134728176"	7.2e-147	"sp|Q16816|PHKG1_HUMAN"	"lcl|NC_086380.1_cds_XP_063448734.1_31140"	"Q16816"
"LOC134728177"	0	"sp|Q8N653|LZTR1_HUMAN"	"lcl|NC_086380.1_cds_XP_063448736.1_31143"	"Q8N653"
"LOC134728178"	2.08e-124	"sp|Q6NT55|CP4FN_HUMAN"	"lcl|NC_086380.1_cds_XP_063448741.1_31146"	"Q6NT55"
"LOC134728179"	7.37e-112	"sp|P37137|LHX5_XENLA"	"lcl|NC_086380.1_cds_XP_063448742.1_31148"	"P37137"
"LOC134728181"	0	"sp|P15651|ACADS_RAT"	"lcl|NC_086380.1_cds_XP_063448745.1_31151"	"P15651"
"LOC134728183"	8.68e-114	"sp|Q9R0S3|MMP17_MOUSE"	"lcl|NC_086380.1_cds_XP_063448746.1_31153"	"Q9R0S3"
"LOC134681608"	4.69e-83	"sp|Q92485|ASM3B_HUMAN"	"lcl|NC_086380.1_cds_XP_063397328.1_31154"	"Q92485"
"LOC134728189"	0	"sp|Q13356|PPIL2_HUMAN"	"lcl|NC_086380.1_cds_XP_063448757.1_31166"	"Q13356"
"LOC134728190"	6.21e-127	"sp|Q9D5J6|SHPK_MOUSE"	"lcl|NC_086380.1_cds_XP_063448759.1_31167"	"Q9D5J6"
"LOC134728194"	8.91e-56	"sp|Q9MYM7|B3GT1_PONPY"	"lcl|NC_086380.1_cds_XP_063448764.1_31172"	"Q9MYM7"
"LOC134681544"	4.64e-44	"sp|Q96DM1|PGBD4_HUMAN"	"lcl|NC_086380.1_cds_XP_063397258.1_31178"	"Q96DM1"
"LOC134681612"	6.29e-73	"sp|Q5U258|GCNT3_XENLA"	"lcl|NC_086380.1_cds_XP_063397331.1_31180"	"Q5U258"
"LOC134681613"	1.04e-64	"sp|A2AV25|FBCD1_MOUSE"	"lcl|NC_086380.1_cds_XP_063397333.1_31182"	"A2AV25"
"LOC134681614"	1.94e-29	"sp|Q9EPQ1|TLR1_MOUSE"	"lcl|NC_086380.1_cds_XP_063397335.1_31183"	"Q9EPQ1"
"LOC134728195"	2.1e-61	"sp|F6PHZ6|FKBP6_HORSE"	"lcl|NC_086380.1_cds_XP_063448771.1_31184"	"F6PHZ6"
"LOC134728196"	0	"sp|Q13867|BLMH_HUMAN"	"lcl|NC_086380.1_cds_XP_063448773.1_31186"	"Q13867"
"LOC134728197"	1.61e-35	"sp|Q6R5N8|TLR13_MOUSE"	"lcl|NC_086380.1_cds_XP_063448774.1_31187"	"Q6R5N8"
"LOC134728198"	7.05e-21	"sp|Q2KIK3|SIM14_BOVIN"	"lcl|NC_086380.1_cds_XP_063448776.1_31188"	"Q2KIK3"
"LOC134681615"	6.45e-105	"sp|Q9H479|FN3K_HUMAN"	"lcl|NC_086380.1_cds_XP_063397336.1_31189"	"Q9H479"
"LOC134728199"	0	"tr|A0A193DU96|A0A193DU96_MYTCO"	"lcl|NC_086380.1_cds_XP_063448777.1_31190"	"A0A193DU96"
"LOC134681546"	0	"tr|A0A193DU96|A0A193DU96_MYTCO"	"lcl|NC_086380.1_cds_XP_063397260.1_31191"	"A0A193DU96"
"LOC134728200"	1.7e-126	"sp|P49193|RALB_TODPA"	"lcl|NC_086380.1_cds_XP_063448778.1_31196"	"P49193"
"LOC134728202"	1.12e-125	"sp|P49193|RALB_TODPA"	"lcl|NC_086380.1_cds_XP_063448781.1_31199"	"P49193"
"LOC134728205"	3.54e-115	"sp|P49193|RALB_TODPA"	"lcl|NC_086380.1_cds_XP_063448787.1_31204"	"P49193"
"LOC134728204"	7.63e-52	"sp|Q20191|NAS13_CAEEL"	"lcl|NC_086380.1_cds_XP_063448786.1_31206"	"Q20191"
"LOC134728207"	1.09e-138	"sp|Q5R7X9|RAD1_PONAB"	"lcl|NC_086380.1_cds_XP_063448792.1_31207"	"Q5R7X9"
"LOC134728206"	5.83e-129	"sp|Q9DA08|SGF29_MOUSE"	"lcl|NC_086380.1_cds_XP_063448791.1_31208"	"Q9DA08"
"LOC134728208"	2.52e-49	"sp|Q7TNV1|TLC3B_MOUSE"	"lcl|NC_086380.1_cds_XP_063448793.1_31210"	"Q7TNV1"
"LOC134728209"	4.38e-37	"sp|Q568R1|NSRP1_DANRE"	"lcl|NC_086380.1_cds_XP_063448794.1_31211"	"Q568R1"
"LOC134681550"	9.74e-30	"sp|Q24157|BRN_DROME"	"lcl|NC_086380.1_cds_XP_063397265.1_31212"	"Q24157"
"LOC134681617"	4.51e-30	"sp|Q24157|BRN_DROME"	"lcl|NC_086380.1_cds_XP_063397338.1_31213"	"Q24157"
"LOC134681552"	1.43e-31	"sp|Q24157|BRN_DROME"	"lcl|NC_086380.1_cds_XP_063397267.1_31216"	"Q24157"
"LOC134728211"	1.87e-71	"sp|Q5SPL2|PHF12_MOUSE"	"lcl|NC_086380.1_cds_XP_063448797.1_31221"	"Q5SPL2"
"LOC134681620"	2.05e-159	"sp|Q9GZV8|PRD14_HUMAN"	"lcl|NC_086380.1_cds_XP_063397344.1_31223"	"Q9GZV8"
"LOC134728213"	0	"sp|P48612|PELO_DROME"	"lcl|NC_086380.1_cds_XP_063448798.1_31230"	"P48612"
"LOC134728215"	3.96e-79	"sp|O14735|CDIPT_HUMAN"	"lcl|NC_086380.1_cds_XP_063448804.1_31235"	"O14735"
"LOC134728216"	2.78e-143	"sp|O18973|RABX5_BOVIN"	"lcl|NC_086380.1_cds_XP_063448805.1_31238"	"O18973"
"LOC134728216"	2.92e-145	"sp|Q9JM13|RABX5_MOUSE"	"lcl|NC_086380.1_cds_XP_063448807.1_31239"	"Q9JM13"
"LOC134728219"	3.56e-59	"sp|Q8CI85|CAH12_MOUSE"	"lcl|NC_086380.1_cds_XP_063448813.1_31247"	"Q8CI85"
"LOC134728219"	1.51e-59	"sp|Q9MZ30|CAH12_RABIT"	"lcl|NC_086380.1_cds_XP_063448817.1_31251"	"Q9MZ30"
"LOC134681623"	8.48e-57	"sp|Q8UWA5|CAH2_PSEHK"	"lcl|NC_086380.1_cds_XP_063397347.1_31252"	"Q8UWA5"
"LOC134728220"	0	"sp|Q8CCN5|BCAS3_MOUSE"	"lcl|NC_086380.1_cds_XP_063448819.1_31255"	"Q8CCN5"
"LOC134728221"	7.62e-123	"sp|Q6PCL0|TBX2B_XENLA"	"lcl|NC_086380.1_cds_XP_063448820.1_31256"	"Q6PCL0"
"LOC134728222"	1.97e-129	"sp|Q6PCL0|TBX2B_XENLA"	"lcl|NC_086380.1_cds_XP_063448822.1_31258"	"Q6PCL0"
"LOC134681563"	2.12e-36	"sp|Q9UF83|YM012_HUMAN"	"lcl|NC_086380.1_cds_XP_063397279.1_31260"	"Q9UF83"
"LOC134681564"	0	"sp|A0A8J1M587|FANCJ_XENLA"	"lcl|NC_086380.1_cds_XP_063397280.1_31261"	"A0A8J1M587"
"LOC134728225"	0	"sp|Q8K370|ACD10_MOUSE"	"lcl|NC_086380.1_cds_XP_063448826.1_31262"	"Q8K370"
"LOC134728229"	1.41e-35	"sp|Q7SYB5|DEFI6_DANRE"	"lcl|NC_086380.1_cds_XP_063448835.1_31265"	"Q7SYB5"
"LOC134728227"	4.75e-59	"sp|A3KP85|ETKMT_DANRE"	"lcl|NC_086380.1_cds_XP_063448830.1_31266"	"A3KP85"
"LOC134728226"	1.06e-104	"sp|Q8N3Y1|FBXW8_HUMAN"	"lcl|NC_086380.1_cds_XP_063448829.1_31271"	"Q8N3Y1"
"LOC134728230"	3.92e-148	"sp|Q5BLE8|RETST_DANRE"	"lcl|NC_086380.1_cds_XP_063448838.1_31272"	"Q5BLE8"
"LOC134728231"	3.56e-38	"sp|A4IFB4|KCTD7_BOVIN"	"lcl|NC_086380.1_cds_XP_063448839.1_31274"	"A4IFB4"
"LOC134728233"	0	"sp|Q54BU4|ABCB1_DICDI"	"lcl|NC_086380.1_cds_XP_063448841.1_31276"	"Q54BU4"
"LOC134728235"	1.49e-52	"sp|P35400|GRM7_RAT"	"lcl|NC_086380.1_cds_XP_063448845.1_31278"	"P35400"
"LOC134728235"	3.76e-53	"sp|Q14831|GRM7_HUMAN"	"lcl|NC_086380.1_cds_XP_063448843.1_31280"	"Q14831"
"LOC134728234"	1.93e-50	"sp|Q14831|GRM7_HUMAN"	"lcl|NC_086380.1_cds_XP_063448842.1_31281"	"Q14831"
"LOC134728237"	2.32e-28	"sp|Q3UVX5|GRM5_MOUSE"	"lcl|NC_086380.1_cds_XP_063448846.1_31282"	"Q3UVX5"
"LOC134728238"	7.79e-65	"sp|Q95LU3|FBCD1_MACFA"	"lcl|NC_086380.1_cds_XP_063448847.1_31283"	"Q95LU3"
"LOC134728240"	9.33e-61	"sp|A2AV25|FBCD1_MOUSE"	"lcl|NC_086380.1_cds_XP_063448849.1_31284"	"A2AV25"
"LOC134728241"	8.93e-67	"sp|Q95LU3|FBCD1_MACFA"	"lcl|NC_086380.1_cds_XP_063448850.1_31286"	"Q95LU3"
"LOC134728242"	7.07e-40	"sp|Q8N539|FBCD1_HUMAN"	"lcl|NC_086380.1_cds_XP_063448851.1_31287"	"Q8N539"
"LOC134728244"	5.73e-79	"sp|Q8C5L6|INP5K_MOUSE"	"lcl|NC_086380.1_cds_XP_063448853.1_31289"	"Q8C5L6"
"LOC134728245"	1.36e-47	"sp|Q5M782|RIPB_XENLA"	"lcl|NC_086380.1_cds_XP_063448854.1_31291"	"Q5M782"
"LOC134728247"	0	"sp|Q8BSK8|KS6B1_MOUSE"	"lcl|NC_086380.1_cds_XP_063448858.1_31293"	"Q8BSK8"
"LOC134727314"	1.35e-44	"sp|Q17QR8|HARB1_BOVIN"	"lcl|NC_086380.1_cds_XP_063447761.1_31310"	"Q17QR8"
"LOC134727315"	1.08e-71	"sp|Q17043|APLY_APLKU"	"lcl|NC_086380.1_cds_XP_063447763.1_31318"	"Q17043"
"LOC134727316"	2.16e-28	"sp|Q0PV50|TLR3_BOSTR"	"lcl|NC_086380.1_cds_XP_063447764.1_31319"	"Q0PV50"
"LOC134728254"	0	"sp|E9PVA8|GCN1_MOUSE"	"lcl|NC_086380.1_cds_XP_063448865.1_31320"	"E9PVA8"
"LOC134728256"	5.29e-29	"sp|G4WAW9|SELM_ERISI"	"lcl|NC_086380.1_cds_XP_063448870.1_31321"	"G4WAW9"
"LOC134728255"	2.56e-165	"sp|Q8C827|ZFP62_MOUSE"	"lcl|NC_086380.1_cds_XP_063448866.1_31322"	"Q8C827"
"LOC134728257"	1.54e-80	"sp|Q6INX3|MLECA_XENLA"	"lcl|NC_086380.1_cds_XP_063448871.1_31328"	"Q6INX3"
"LOC134728258"	1.61e-22	"sp|Q5RJI4|PKDCC_MOUSE"	"lcl|NC_086380.1_cds_XP_063448872.1_31335"	"Q5RJI4"
"LOC134727323"	6.98e-39	"sp|O43301|HS12A_HUMAN"	"lcl|NC_086380.1_cds_XP_063447771.1_31337"	"O43301"
"LOC134727324"	0	"sp|E9PYK3|PARP4_MOUSE"	"lcl|NC_086380.1_cds_XP_063447772.1_31339"	"E9PYK3"
"LOC134728263"	1.08e-129	"sp|Q9ES88|S13A2_MOUSE"	"lcl|NC_086380.1_cds_XP_063448877.1_31344"	"Q9ES88"
"LOC134728265"	4.85e-41	"sp|Q9CQM5|TXD17_MOUSE"	"lcl|NC_086380.1_cds_XP_063448880.1_31346"	"Q9CQM5"
"LOC134728266"	1.46e-68	"sp|O55230|RA51D_MOUSE"	"lcl|NC_086380.1_cds_XP_063448881.1_31349"	"O55230"
"LOC134727327"	1.49e-24	"sp|O36022|MNN9_SCHPO"	"lcl|NC_086380.1_cds_XP_063447776.1_31351"	"O36022"
"LOC134728267"	8.91e-39	"sp|O74745|ANP1_SCHPO"	"lcl|NC_086380.1_cds_XP_063448882.1_31352"	"O74745"
"LOC134728273"	1.1e-94	"sp|Q8N0N3|BGBP_PENMO"	"lcl|NC_086380.1_cds_XP_063448890.1_31359"	"Q8N0N3"
"LOC134728272"	1.05e-110	"sp|Q8N0N3|BGBP_PENMO"	"lcl|NC_086380.1_cds_XP_063448889.1_31360"	"Q8N0N3"
"LOC134728274"	2.59e-98	"sp|O88845|AKA10_MOUSE"	"lcl|NC_086380.1_cds_XP_063448892.1_31363"	"O88845"
"LOC134727330"	1.02e-48	"sp|Q09299|YQOA_CAEEL"	"lcl|NC_086380.1_cds_XP_063447779.1_31368"	"Q09299"
"LOC134728277"	6.53e-129	"sp|Q11002|CANA_DROME"	"lcl|NC_086380.1_cds_XP_063448896.1_31369"	"Q11002"
"LOC134681648"	2.72e-53	"sp|O88766|MMP8_RAT"	"lcl|NC_086380.1_cds_XP_063397372.1_31370"	"O88766"
"LOC134728281"	0	"sp|Q9GP32|ALF_ECHMU"	"lcl|NC_086380.1_cds_XP_063448898.1_31372"	"Q9GP32"
"LOC134728282"	3.94e-75	"sp|Q6P5U7|NWD2_MOUSE"	"lcl|NC_086380.1_cds_XP_063448900.1_31374"	"Q6P5U7"
"LOC134728284"	7.19e-99	"sp|Q0IH86|SLX1_XENLA"	"lcl|NC_086380.1_cds_XP_063448903.1_31376"	"Q0IH86"
"LOC134728287"	1.09e-33	"sp|C4N147|FABP1_DORPE"	"lcl|NC_086380.1_cds_XP_063448907.1_31378"	"C4N147"
"LOC134728288"	4.27e-111	"sp|Q6GME2|CK054_XENLA"	"lcl|NC_086380.1_cds_XP_063448908.1_31382"	"Q6GME2"
"LOC134728289"	0	"sp|O75419|CDC45_HUMAN"	"lcl|NC_086380.1_cds_XP_063448909.1_31384"	"O75419"
"LOC134728291"	2.05e-114	"sp|Q9ES53|UFD1_RAT"	"lcl|NC_086380.1_cds_XP_063448910.1_31385"	"Q9ES53"
"LOC134727332"	2.01e-64	"sp|O70165|FCN1_MOUSE"	"lcl|NC_086380.1_cds_XP_063447781.1_31387"	"O70165"
"LOC134727336"	0	"sp|Q9Z0J4|NOS1_MOUSE"	"lcl|NC_086380.1_cds_XP_063447784.1_31391"	"Q9Z0J4"
"LOC134728292"	0	"sp|Q9Z0J4|NOS1_MOUSE"	"lcl|NC_086380.1_cds_XP_063448912.1_31392"	"Q9Z0J4"
"LOC134728297"	1.51e-117	"sp|Q99571|P2RX4_HUMAN"	"lcl|NC_086380.1_cds_XP_063448932.1_31399"	"Q99571"
"LOC134728295"	3.01e-23	"sp|Q8UVC3|INVS_CHICK"	"lcl|NC_086380.1_cds_XP_063448922.1_31403"	"Q8UVC3"
"LOC134728298"	0	"sp|Q6NVU2|PPIG_XENTR"	"lcl|NC_086380.1_cds_XP_063448934.1_31406"	"Q6NVU2"
"LOC134727337"	1.01e-90	"sp|Q7Z449|CP2U1_HUMAN"	"lcl|NC_086380.1_cds_XP_063447785.1_31407"	"Q7Z449"
"LOC134728296"	8.93e-115	"sp|Q99571|P2RX4_HUMAN"	"lcl|NC_086380.1_cds_XP_063448928.1_31410"	"Q99571"
"LOC134728294"	2.85e-23	"sp|Q8UVC3|INVS_CHICK"	"lcl|NC_086380.1_cds_XP_063448919.1_31414"	"Q8UVC3"
"LOC134728299"	0	"sp|Q6NVU2|PPIG_XENTR"	"lcl|NC_086380.1_cds_XP_063448935.1_31416"	"Q6NVU2"
"LOC134681652"	2.05e-86	"sp|Q7Z449|CP2U1_HUMAN"	"lcl|NC_086380.1_cds_XP_063397375.1_31417"	"Q7Z449"
"LOC134727340"	6.38e-77	"sp|Q9ULJ7|ANR50_HUMAN"	"lcl|NC_086380.1_cds_XP_063447788.1_31418"	"Q9ULJ7"
"LOC134681654"	3.88e-35	"sp|Q504A5|TPMT_DANRE"	"lcl|NC_086380.1_cds_XP_063397377.1_31421"	"Q504A5"
"LOC134681655"	2.33e-49	"sp|Q504A5|TPMT_DANRE"	"lcl|NC_086380.1_cds_XP_063397379.1_31422"	"Q504A5"
"LOC134727342"	1.89e-34	"sp|Q504A5|TPMT_DANRE"	"lcl|NC_086380.1_cds_XP_063447789.1_31423"	"Q504A5"
"LOC134681656"	1.2e-37	"sp|Q504A5|TPMT_DANRE"	"lcl|NC_086380.1_cds_XP_063397380.1_31424"	"Q504A5"
"LOC134681657"	0	"sp|O15457|MSH4_HUMAN"	"lcl|NC_086380.1_cds_XP_063397381.1_31425"	"O15457"
"LOC134727343"	2e-23	"sp|P34456|YMD2_CAEEL"	"lcl|NC_086380.1_cds_XP_063447790.1_31427"	"P34456"
"LOC134681461"	1.44e-57	"sp|Q17FB8|GLT25_AEDAE"	"lcl|NC_086380.1_cds_XP_063397167.1_31435"	"Q17FB8"
"LOC134681658"	8.81e-59	"sp|O42412|IOD3_CHICK"	"lcl|NC_086380.1_cds_XP_063397382.1_31436"	"O42412"
"LOC134727346"	1.9e-44	"sp|Q9NUV9|GIMA4_HUMAN"	"lcl|NC_086380.1_cds_XP_063447794.1_31437"	"Q9NUV9"
"LOC134727347"	3.96e-40	"sp|Q9NUV9|GIMA4_HUMAN"	"lcl|NC_086380.1_cds_XP_063447795.1_31438"	"Q9NUV9"
"LOC134727348"	7.04e-50	"sp|Q17FB8|GLT25_AEDAE"	"lcl|NC_086380.1_cds_XP_063447796.1_31439"	"Q17FB8"
"LOC134727350"	4.38e-30	"sp|Q9NUV9|GIMA4_HUMAN"	"lcl|NC_086380.1_cds_XP_063447798.1_31441"	"Q9NUV9"
"LOC134728310"	0	"sp|P32754|HPPD_HUMAN"	"lcl|NC_086380.1_cds_XP_063448951.1_31443"	"P32754"
"LOC134728308"	5.6e-42	"sp|Q96KE9|BTBD6_HUMAN"	"lcl|NC_086380.1_cds_XP_063448949.1_31450"	"Q96KE9"
"LOC134727352"	1.17e-28	"sp|O61366|GPRS_DROME"	"lcl|NC_086380.1_cds_XP_063447799.1_31451"	"O61366"
"LOC134681662"	6.22e-22	"sp|Q5PXY7|RABP2_BOVIN"	"lcl|NC_086380.1_cds_XP_063397385.1_31452"	"Q5PXY7"
"LOC134728312"	2.79e-70	"sp|Q9VWQ2|S6KL_DROME"	"lcl|NC_086380.1_cds_XP_063448954.1_31453"	"Q9VWQ2"
"LOC134727355"	9.76e-108	"sp|Q10472|GALT1_HUMAN"	"lcl|NC_086380.1_cds_XP_063447802.1_31457"	"Q10472"
"LOC134728315"	0	"sp|Q7Z3V4|UBE3B_HUMAN"	"lcl|NC_086380.1_cds_XP_063448958.1_31462"	"Q7Z3V4"
"LOC134728316"	4.81e-29	"sp|P34410|TWK7_CAEEL"	"lcl|NC_086380.1_cds_XP_063448959.1_31466"	"P34410"
"LOC134728322"	7.7e-26	"sp|Q8BIQ3|ZNF2_MOUSE"	"lcl|NC_086380.1_cds_XP_063448964.1_31472"	"Q8BIQ3"
"LOC134727364"	2.85e-165	"sp|Q3S4T7|BIP_ICTTR"	"lcl|NC_086380.1_cds_XP_063447811.1_31478"	"Q3S4T7"
"LOC134727365"	1.12e-92	"sp|P11021|BIP_HUMAN"	"lcl|NC_086380.1_cds_XP_063447812.1_31479"	"P11021"
"LOC134681668"	2.31e-28	"sp|Q16956|BIP_APLCA"	"lcl|NC_086380.1_cds_XP_063397389.1_31480"	"Q16956"
"LOC134728325"	6.54e-61	"sp|Q9ULX7|CAH14_HUMAN"	"lcl|NC_086380.1_cds_XP_063448968.1_31481"	"Q9ULX7"
"LOC134728328"	5.57e-64	"sp|Q9CXS4|CENPV_MOUSE"	"lcl|NC_086380.1_cds_XP_063448970.1_31483"	"Q9CXS4"
"LOC134728329"	4.64e-74	"sp|Q96KG7|MEG10_HUMAN"	"lcl|NC_086380.1_cds_XP_063448972.1_31485"	"Q96KG7"
"LOC134728329"	4.4e-66	"sp|A0JM12|MEG10_XENTR"	"lcl|NC_086380.1_cds_XP_063448973.1_31487"	"A0JM12"
"LOC134728329"	9.78e-61	"sp|E9QJQ6|MEG10_DANRE"	"lcl|NC_086380.1_cds_XP_063448975.1_31488"	"E9QJQ6"
"LOC134727368"	8.35e-32	"sp|Q80V70|MEGF6_MOUSE"	"lcl|NC_086380.1_cds_XP_063447814.1_31489"	"Q80V70"
"LOC134727379"	2.92e-58	"sp|Q9V0D5|MDH_PYRAB"	"lcl|NC_086380.1_cds_XP_063447825.1_31507"	"Q9V0D5"
"LOC134727380"	4.2e-136	"sp|Q9Y345|SC6A5_HUMAN"	"lcl|NC_086380.1_cds_XP_063447826.1_31508"	"Q9Y345"
"LOC134727381"	1.62e-122	"sp|Q8N0N9|ODH_HALDH"	"lcl|NC_086380.1_cds_XP_063447828.1_31509"	"Q8N0N9"
"LOC134728336"	8.76e-29	"sp|A8WGS4|TLCD2_DANRE"	"lcl|NC_086380.1_cds_XP_063448985.1_31514"	"A8WGS4"
"LOC134728337"	1.19e-32	"sp|A8WGS4|TLCD2_DANRE"	"lcl|NC_086380.1_cds_XP_063448986.1_31515"	"A8WGS4"
"LOC134728345"	7.45e-43	"sp|A8WGS4|TLCD2_DANRE"	"lcl|NC_086380.1_cds_XP_063449001.1_31516"	"A8WGS4"
"LOC134728346"	2.9e-80	"sp|A8WGS4|TLCD2_DANRE"	"lcl|NC_086380.1_cds_XP_063449002.1_31517"	"A8WGS4"
"LOC134728338"	9.42e-25	"sp|Q9C086|IN80B_HUMAN"	"lcl|NC_086380.1_cds_XP_063448987.1_31518"	"Q9C086"
"LOC134728339"	1.1e-61	"sp|Q9R045|ANGL2_MOUSE"	"lcl|NC_086380.1_cds_XP_063448990.1_31522"	"Q9R045"
"LOC134681678"	3.58e-50	"sp|Q9UH36|SRR1L_HUMAN"	"lcl|NC_086380.1_cds_XP_063397397.1_31525"	"Q9UH36"
