LOC_ID,protein_name,gene_set,n_samples,n_at_floor,frac_samples_at_floor,floor_flag
LOC134703352,NA,DEG_union,46,0,0,ok
LOC134703353,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134703357,NA,DEG_union,46,0,0,ok
LOC134703358,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134703359,NA,DEG_union,46,0,0,ok
LOC134703360,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703379,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134703410,NA,DEG_union,46,0,0,ok
LOC134703411,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134703412,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703414,NA,DEG_union,46,0,0,ok
LOC134703416,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134703421,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134703422,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134703424,NA,DEG_union,46,0,0,ok
LOC134703425,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134703427,NA,DEG_union,46,0,0,ok
LOC134703428,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134703429,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703432,NA,DEG_union,46,0,0,ok
LOC134703434,ATP synthase subunit a (F-ATPase protein 6),DEG_union,46,0,0,ok
LOC134703436,NA,DEG_union,46,0,0,ok
LOC134703438,NA,DEG_union,46,0,0,ok
LOC134703440,NA,DEG_union,46,0,0,ok
LOC134703443,NA,DEG_union,46,0,0,ok
LOC134703445,NA,DEG_union,46,0,0,ok
LOC134703446,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134703448,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134703449,NA,DEG_union,46,0,0,ok
LOC134703450,NA,DEG_union,46,0,0,ok
LOC134703452,NA,DEG_union,46,0,0,ok
LOC134703453,NA,DEG_union,46,0,0,ok
LOC134703454,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134703456,NA,DEG_union,46,0,0,ok
LOC134703459,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703470,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134703471,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703472,NA,DEG_union,46,0,0,ok
LOC134703483,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134703485,NA,DEG_union,46,0,0,ok
LOC134703487,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134703489,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703502,NA,DEG_union,46,0,0,ok
LOC134703517,NA,DEG_union,46,0,0,ok
LOC134703528,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134703532,NA,DEG_union,46,0,0,ok
LOC134703577,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134703579,NA,DEG_union,46,0,0,ok
LOC134703584,NA,DEG_union,46,0,0,ok
LOC134703629,NA,DEG_union,46,0,0,ok
LOC134703635,NA,DEG_union,46,0,0,ok
LOC134703636,NA,DEG_union,46,0,0,ok
LOC134703644,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134703645,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134703648,ATP synthase subunit a (F-ATPase protein 6),DEG_union,46,0,0,ok
LOC134703649,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703650,NA,DEG_union,46,0,0,ok
LOC134703731,NA,DEG_union,46,0,0,ok
LOC134703803,ATP synthase subunit a (F-ATPase protein 6),DEG_union,46,0,0,ok
LOC134703817,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134703821,NA,DEG_union,46,0,0,ok
LOC134703823,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703824,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134703825,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134703827,NA,DEG_union,46,0,0,ok
LOC134703937,NA,DEG_union,46,0,0,ok
LOC134703938,NA,DEG_union,46,0,0,ok
LOC134703939,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134703940,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134703957,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134703958,NA,DEG_union,46,0,0,ok
LOC134703960,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134703961,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134703962,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134703969,NA,DEG_union,46,0,0,ok
LOC134704059,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134704060,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134704066,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134704067,NA,DEG_union,46,0,0,ok
LOC134704068,NA,DEG_union,46,0,0,ok
LOC134704069,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134704073,NA,DEG_union,46,0,0,ok
LOC134704076,NA,DEG_union,46,0,0,ok
LOC134704079,NA,DEG_union,46,0,0,ok
LOC134704091,NA,DEG_union,46,0,0,ok
LOC134704092,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5),DEG_union,46,0,0,ok
LOC134704093,NA,DEG_union,46,0,0,ok
LOC134704113,NA,DEG_union,46,0,0,ok
LOC134704115,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134704117,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134704118,NA,DEG_union,46,0,0,ok
LOC134704120,NA,DEG_union,46,0,0,ok
LOC134704170,NA,DEG_union,46,0,0,ok
LOC134704201,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134704203,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134704205,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134704207,NA,DEG_union,46,0,0,ok
LOC134704208,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134704238,NA,DEG_union,46,0,0,ok
LOC134704239,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134704240,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134704248,NA,DEG_union,46,0,0,ok
LOC134704249,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134704252,NA,DEG_union,46,0,0,ok
LOC134704253,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134704254,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134704256,NA,DEG_union,46,0,0,ok
LOC134704266,NA,DEG_union,46,0,0,ok
LOC134704269,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134704270,NA,DEG_union,46,0,0,ok
LOC134704271,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134704273,NA,DEG_union,46,0,0,ok
LOC134704275,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134704278,NA,DEG_union,46,0,0,ok
LOC134704382,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134704384,NA,DEG_union,46,0,0,ok
LOC134704386,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134704387,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134704388,NA,DEG_union,46,0,0,ok
LOC134704389,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134704390,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134704393,NA,DEG_union,46,0,0,ok
LOC134704394,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134704428,NA,DEG_union,46,0,0,ok
LOC134704439,NA,DEG_union,46,0,0,ok
LOC134704441,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134704443,NA,DEG_union,46,0,0,ok
LOC134704444,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134704446,NA,DEG_union,46,0,0,ok
LOC134704809,Telomere-associated protein RIF1 (Rap1-interacting factor 1 homolog),DEG_union,46,0,0,ok
LOC134704886,Tenascin-X (TN-X) (Hexabrachion-like protein),DEG_union,46,0,0,ok
LOC134705160,NA,DEG_union,46,0,0,ok
LOC134705575,Prefoldin subunit 5,DEG_union,46,0,0,ok
LOC134705579,"Pikachurin (EGF-like, fibronectin type-III and laminin G-like domain-containing protein)",DEG_union,46,0,0,ok
LOC134705627,Coiled-coil domain-containing protein AGAP005037,DEG_union,46,0,0,ok
LOC134705706,Collagen alpha-1(V) chain,candidate,46,0,0,ok
LOC134706117,Mucin-like protein,DEG_union,46,0,0,ok
LOC134706195,NA,DEG_union,46,0,0,ok
LOC134706239,Calpain-A (EC 3.4.22.-) (Calcium-activated neutral proteinase A) (CANP A) [Cleaved into: Calpain-A catalytic subunit],DEG_union,46,0,0,ok
LOC134706259,Probable phosphatase phospho2 (EC 3.1.3.-),DEG_union,46,0,0,ok
LOC134706345,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1),candidate,46,0,0,ok
LOC134706365,ADP-ribosylation factor 2,DEG_union,46,0,0,ok
LOC134706383,Histone deacetylase 11 (HD11) (EC 3.5.1.98),DEG_union,46,0,0,ok
LOC134706389,NA,DEG_union,46,0,0,ok
LOC134706394,Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72),DEG_union,46,0,0,ok
LOC134706411,NA,DEG_union,46,0,0,ok
LOC134706502,Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG1) (MEG) (PTPase-MEG1),DEG_union,46,0,0,ok
LOC134706535,"Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)",DEG_union,46,0,0,ok
LOC134706572,Elongation factor 1-beta (EF-1-beta),DEG_union,46,0,0,ok
LOC134706576,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60)",candidate,46,0,0,ok
LOC134706577,"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)",candidate,46,0,0,ok
LOC134706584,Pericentrin (Kendrin) (Pericentrin-B),DEG_union,46,0,0,ok
LOC134706590,Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC),DEG_union,46,0,0,ok
LOC134706612,NA,DEG_union,46,0,0,ok
LOC134706662,Enkurin,DEG_union,46,0,0,ok
LOC134706722,Microtubule-associated protein 2 (MAP-2),DEG_union,46,0,0,ok
LOC134706753,Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase),DEG_union,46,0,0,ok
LOC134706769,NA,DEG_union,46,0,0,ok
LOC134706786,Bone morphogenetic protein receptor type-2 (BMP type-2 receptor) (BMPR-2) (EC 2.7.11.30) (BRK-3) (Bone morphogenetic protein receptor type II) (BMP type II receptor) (BMPR-II),DEG_union,46,0,0,ok
LOC134706789,Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1),DEG_union,46,0,0,ok
LOC134706811,Protein OS-9 (Amplified in osteosarcoma 9),DEG_union,46,0,0,ok
LOC134706812,NA,DEG_union,46,0,0,ok
LOC134706837,Golgin subfamily A member 4 (256 kDa golgin) (Golgin-245) (Protein 72.1) (Trans-Golgi p230),DEG_union,46,0,0,ok
LOC134706880,Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12),DEG_union,46,0,0,ok
LOC134706882,NA,DEG_union,46,0,0,ok
LOC134706889,Corepressor interacting with RBPJ 1 (CBF1-interacting corepressor),DEG_union,46,0,0,ok
LOC134706996,14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP),DEG_union,46,0,0,ok
LOC134707011,Far upstream element-binding protein 3 (FUSE-binding protein 3),DEG_union,46,0,0,ok
LOC134707022,Failed axon connections homolog,DEG_union,46,0,0,ok
LOC134707076,NA,DEG_union,46,0,0,ok
LOC134707080,Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2),DEG_union,46,0,0,ok
LOC134707102,"ATP synthase subunit beta, mitochondrial (EC 7.1.2.2)",DEG_union,46,0,0,ok
LOC134707148,"Short-chain dehydrogenase TIC 32, chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32) (AtTIC32)",DEG_union,46,0,0,ok
LOC134707173,ATP-dependent zinc metalloprotease YME1L (EC 3.4.24.-) (YME1-like ATPase),DEG_union,46,0,0,ok
LOC134707188,NA,DEG_union,46,0,0,ok
LOC134707277,Serine/threonine-protein phosphatase 1 regulatory subunit 10,DEG_union,46,0,0,ok
LOC134707289,Transcriptional activator cubitus interruptus (Transcriptional activator ci) (ci form of 155 kDa) (ci-155) (ci full-length protein) (ciFL) [Cleaved into: Transcriptional repressor cubitus interruptus (Transcriptional repressor ci) (ci C-terminally truncated form) (ci form of 75 kDa) (ci-75)],DEG_union,46,0,0,ok
LOC134707290,NA,DEG_union,46,0,0,ok
LOC134707328,NA,DEG_union,46,0,0,ok
LOC134707337,70 kDa neurofilament protein (NF70),DEG_union,46,0,0,ok
LOC134707368,NA,DEG_union,46,0,0,ok
LOC134707377,Regulator of G-protein signaling 5 (RGS5),DEG_union,46,0,0,ok
LOC134707405,"ATP synthase F(0) complex subunit C2, mitochondrial (ATP synthase lipid-binding protein) (ATP synthase membrane subunit c locus 2) (ATP synthase proteolipid P2) (ATPase protein 9) (ATPase subunit c)",DEG_union,46,0,0,ok
LOC134707413,NA,DEG_union,46,0,0,ok
LOC134707464,NA,DEG_union,46,0,0,ok
LOC134707566,NA,DEG_union,46,0,0,ok
LOC134707567,Casein kinase II subunit beta (CK II beta) (Phosvitin),DEG_union,46,0,0,ok
LOC134707607,NA,DEG_union,46,0,0,ok
LOC134707690,Bromodomain-containing protein 2,DEG_union,46,0,0,ok
LOC134707718,6-phosphogluconolactonase (6PGL) (EC 3.1.1.31),DEG_union,46,0,0,ok
LOC134707780,Selenoprotein F,DEG_union,46,0,0,ok
LOC134707842,"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)",candidate,46,0,0,ok
LOC134707922,E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (N-recognin-4),DEG_union,46,0,0,ok
LOC134707935,NA,DEG_union,46,0,0,ok
LOC134708054,Eukaryotic translation initiation factor 4B (eIF-4B),DEG_union,46,0,0,ok
LOC134708125,NA,DEG_union,46,0,0,ok
LOC134708166,NA,DEG_union,46,0,0,ok
LOC134708229,Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7),DEG_union,46,0,0,ok
LOC134708244,Superkiller complex protein 2 (Ski2) (EC 3.6.4.13) (Helicase-like protein) (HLP),DEG_union,46,0,0,ok
LOC134708256,Ras-related protein Rab-14 (EC 3.6.5.2),DEG_union,46,0,0,ok
LOC134708277,Surfeit locus protein 4,DEG_union,46,0,0,ok
LOC134708325,NA,DEG_union,46,0,0,ok
LOC134708353,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8),candidate,46,0,0,ok
LOC134708379,Choline transporter-like protein 2 (Solute carrier family 44 member 2),DEG_union,46,0,0,ok
LOC134708400,NA,DEG_union,46,0,0,ok
LOC134708433,Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2),DEG_union,46,0,0,ok
LOC134708469,Centrosome-associated protein 350 (Cep350),DEG_union,46,0,0,ok
LOC134708517,Tyramine beta-hydroxylase (EC 1.14.17.-) (Tyramine beta-monooxygenase) (TbetaM),DEG_union,46,0,0,ok
LOC134708520,Tyramine beta-hydroxylase (EC 1.14.17.-) (Tyramine beta-monooxygenase) (TbetaM),DEG_union,46,0,0,ok
LOC134708586,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog),DEG_union,46,0,0,ok
LOC134709834,NA,DEG_union,46,0,0,ok
LOC134709958,Protein TIS11 (dTIS11),DEG_union,46,0,0,ok
LOC134709977,Heat shock protein HSP 90-alpha,candidate,46,0,0,ok
LOC134710048,Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230),DEG_union,46,0,0,ok
LOC134710092,UBX domain-containing protein 1 (SAPK substrate protein 1),DEG_union,46,0,0,ok
LOC134710119,Ribosomal RNA processing protein 36 homolog,DEG_union,46,0,0,ok
LOC134710174,Centromere protein F (CENP-F) (AH antigen) (Kinetochore protein CENPF) (Mitosin),DEG_union,46,0,0,ok
LOC134710240,NA,DEG_union,46,0,0,ok
LOC134710394,32 kDa beta-galactoside-binding lectin (32 kDa GBP),DEG_union,46,0,0,ok
LOC134710433,Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8),DEG_union,46,0,0,ok
LOC134710514,Glycogen phosphorylase (EC 2.4.1.1),DEG_union,46,0,0,ok
LOC134710604,Centrosomal protein of 170 kDa protein B (Centrosomal protein 170B) (Cep170B),DEG_union,46,0,0,ok
LOC134710725,ADP-ribose glycohydrolase MACROD2 (MACRO domain-containing protein 2) (O-acetyl-ADP-ribose deacetylase MACROD2) (EC 3.5.1.-) ([Protein ADP-ribosylaspartate] hydrolase MACROD2) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD2) (EC 3.2.2.-),DEG_union,46,0,0,ok
LOC134710737,NA,DEG_union,46,0,0,ok
LOC134710836,Muscle-specific protein 300 kDa (Nesprin-like protein Msp300),DEG_union,46,0,0,ok
LOC134710839,NA,DEG_union,46,0,0,ok
LOC134711029,"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Aromatic alpha-keto acid reductase) (KAR) (EC 1.1.1.96) (Cytosolic malate dehydrogenase)",DEG_union,46,0,0,ok
LOC134711058,YLP motif-containing protein 1 (Nuclear protein ZAP3),DEG_union,46,0,0,ok
LOC134711252,Cathepsin L (EC 3.4.22.15) (SMCL1),DEG_union,46,0,0,ok
LOC134711254,Heterogeneous nuclear ribonucleoprotein U-like protein 1,DEG_union,46,0,0,ok
LOC134711267,NA,DEG_union,46,0,0,ok
LOC134711276,Dynein light chain Tctex-type 5 (Tctex1 domain-containing protein 1),DEG_union,46,0,0,ok
LOC134711361,GRIP and coiled-coil domain-containing protein 1 (Golgi coiled-coil protein 1),DEG_union,46,0,0,ok
LOC134711376,Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha),candidate,46,0,0,ok
LOC134711382,RNA-binding protein PNO1,DEG_union,46,0,0,ok
LOC134711384,NA,DEG_union,46,0,0,ok
LOC134711515,Collagen alpha-2(IV) chain,candidate,46,0,0,ok
LOC134711529,Protein sprint (SH2 poly-proline-containing Ras-interactor protein),DEG_union,46,0,0,ok
LOC134711592,UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1),DEG_union,46,0,0,ok
LOC134711634,Ras guanyl-releasing protein 3 (Calcium and DAG-regulated guanine nucleotide exchange factor III) (Guanine nucleotide exchange factor for Rap1),DEG_union,46,0,0,ok
LOC134711670,Cdc42 homolog,DEG_union,46,0,0,ok
LOC134711700,"Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)",DEG_union,46,0,0,ok
LOC134711702,"Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)",DEG_union,46,0,0,ok
LOC134711713,Hemicentin-1 (Fibulin-6) (FIBL-6),DEG_union,46,0,0,ok
LOC134711721,Homeobox protein prospero,DEG_union,46,0,0,ok
LOC134711783,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],candidate,46,0,0,ok
LOC134711803,Transmembrane 9 superfamily member 2 (p76),DEG_union,46,0,0,ok
LOC134711825,Phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B),DEG_union,46,0,0,ok
LOC134711840,Putative uncharacterized oxidoreductase C513.07 (EC 1.1.1.-),DEG_union,46,0,0,ok
LOC134711852,Blastula protease 10 (EC 3.4.24.-),DEG_union,46,0,0,ok
LOC134711910,Splicing regulator SDE2 (Replication stress response regulator SDE2),DEG_union,46,0,0,ok
LOC134711954,NA,DEG_union,46,0,0,ok
LOC134711956,"Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)",DEG_union,46,0,0,ok
LOC134711966,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-4) (Phospholipase C-beta-4) (PLC-beta-4)",DEG_union,46,0,0,ok
LOC134711978,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (MELC-CC) (Mouse brain class C) (MBC) (Voltage-gated calcium channel subunit alpha Cav1.2)",DEG_union,46,0,0,ok
LOC134711985,Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B),candidate,46,0,0,ok
LOC134712091,RNA-binding protein 4 (RNA-binding motif protein 4),DEG_union,46,0,0,ok
LOC134712114,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)",DEG_union,46,0,0,ok
LOC134712115,rRNA-processing protein FCF1 homolog,DEG_union,46,0,0,ok
