LOC_ID,metric,scale,tier,n,slope,se,p_lm,baseline_slope,rho_partial,q_lm,q_family,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok,gene_set,frac_at_floor,floor_flag,byssal_structural
LOC134725897,pad_area,log,primary,45,-0.027885088827676516,0.10475101097904736,0.791484836692828,0.03492669606754366,-0.08543198786154471,0.9462410095013105,0.9505392057889943,Glyoxalase 3 (EC 4.2.1.130) (Glutathione-independent glyoxalase),34.649,3.8800000000000005e-33,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134692391,pad_area,log,primary,45,-0.052508924541254914,0.1996312855331875,0.7939124595708936,0.029307044222790183,-0.0883225311134732,0.9462410095013105,0.9511791281732425,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),30.388,3.01e-84,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134721033,pad_area,log,primary,45,-0.06416814887298315,0.2555670291916763,0.80306933059252406,0.03223185728572689,-0.008377273608637154,0.9462410095013105,0.95395223265666,Tubulin-specific chaperone cofactor E-like protein (EL) (Leucine-rich repeat-containing protein 35),34.834,4.8000000000000006e-80,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134715354,pad_area,log,primary,45,-0.029275535282847834,0.116867574753843,0.8035143379359909,0.025110398560036818,-0.004554875584171868,0.9462410095013105,0.95395223265666,Glutathione S-transferase 1 (EC 2.5.1.18) (GST class-sigma),39.336,4.17e-44,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134710997,pad_area,log,primary,45,0.016410371419848083,0.06651823235583165,0.806430645549931,0.03270978841949417,0.09757309500261,0.9462410095013105,0.95395223265666,"Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)",58.48,3.25e-68,genome_blast,TRUE,TRUE,candidate,0.022,ok,FALSE
LOC134716146,pad_area,log,primary,45,0.03114806930799152,0.12710070321248704,0.8076902285597578,0.03135735381109002,0.03168013765581487,0.9462410095013105,0.95395223265666,Spermine oxidase (EC 1.5.3.16) (Polyamine oxidase 1) (PAO-1) (PAOh1),36.095,8.389999999999998e-101,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134719074,pad_area,log,primary,45,0.021701812437361787,0.09149682812206257,0.8137536561803496,0.0344691172545175,0.06053295568713462,0.9462410095013105,0.95395223265666,Collagen alpha-4(VI) chain,41.148,3.21e-29,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134711985,pad_area,log,primary,45,-0.05872598168238291,0.24961086577186506,0.8152300952384605,0.036691328320068356,0.02247156591331633,0.9462410095013105,0.95395223265666,Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B),52.72,3.4999999999999996e-88,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134686970,pad_area,log,primary,45,0.06067082526383525,0.2620255815323424,0.8181016910340813,0.04062632402216967,0.08855092890516039,0.9462410095013105,0.9550861602304855,Transmembrane prolyl 4-hydroxylase (P4H-TM) (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4),32.367,2.66e-57,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134694760,pad_area,log,primary,45,-0.04254055293607178,0.18944163984321724,0.8234958646046798,0.031882546539600584,-0.029985985720154436,0.9462410095013105,0.9571675800498245,Phospholipid hydroperoxide glutathione peroxidase (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4) (EC 1.11.1.9),56.021,1.78e-67,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134707744,pad_area,log,primary,45,-0.01564255494462591,0.07051635784861424,0.8256047055011434,0.029717065740250417,-0.025598771329429178,0.9462410095013105,0.9571675800498245,Byssal peroxidase-like protein 1,35.231,1.4599999999999999e-98,genome_blast,FALSE,TRUE,candidate,0.196,ok,FALSE
LOC134694726,pad_area,log,primary,45,-0.030146985755859817,0.14257735977660255,0.8336426639612772,0.032549818262443235,-0.037523440317083163,0.9486377230308921,0.9576398565413299,"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)",21.013,3.1799999999999998e-24,genome_blast,FALSE,TRUE,candidate,0.065,ok,FALSE
LOC134722782,pad_area,log,primary,45,-0.021278349420944417,0.10563270044117656,0.8414037568109611,0.03136335048808112,-0.017103281105609332,0.9486377230308921,0.958141328364816,Collagen alpha-3(VI) chain,31.563,1.1999999999999999e-46,genome_blast,FALSE,TRUE,candidate,0.196,ok,FALSE
LOC134685164,pad_area,log,primary,45,-0.02036961331460303,0.10154249821435864,0.8420523894567802,0.03699942519624297,-0.04901507324599941,0.9486377230308921,0.958141328364816,Heat shock 70 kDa protein 12A,31.04,3.47e-78,genome_blast,FALSE,TRUE,candidate,0.326,caution,FALSE
LOC134687550,pad_area,log,primary,45,0.027996492660491312,0.142212889526432,0.8449569009496929,0.028183001865576717,0.041822003204410665,0.9486377230308921,0.958141328364816,"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)",70.5,2.48e-93,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134696926,pad_area,log,primary,45,-0.039506726493199876,0.20483612422523836,0.8480617415251893,0.028172292219433782,0.018271142595793346,0.9486377230308921,0.958141328364816,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),32.698,7.85e-102,genome_blast,FALSE,TRUE,candidate,0.065,ok,FALSE
LOC134696794,pad_area,log,primary,45,0.01197362475194758,0.06445812877091518,0.8535971900121446,0.03423253808149241,0.06343319776559517,0.9486377230308921,0.958141328364816,Heat shock protein 70 B2,73.783,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134708582,pad_area,log,primary,45,-0.03792480889277626,0.2062677427061061,0.8550743328833419,0.029032880255044143,-0.006207421283464406,0.9486377230308921,0.958141328364816,Mitochondrial glutathione transporter SLC25A40 (Solute carrier family 25 member 40),51.549,7.3299999999999995e-121,genome_blast,FALSE,TRUE,candidate,0.043,ok,FALSE
LOC134680970,pad_area,log,primary,45,-0.009171971032628241,0.050899807879738655,0.8579313272032372,0.027987315955927614,-0.024186649754269634,0.9486377230308921,0.959201617496715,Collagen alpha-6(VI) chain,28.824,8.979999999999998e-55,genome_blast,FALSE,TRUE,candidate,0.261,caution,FALSE
LOC134712598,pad_area,log,primary,45,0.031451310754402065,0.18263944737605284,0.8641673852334165,0.03633713819135964,-0.189366459521273,0.9513421653227524,0.9618891959804325,Glutathione-specific gamma-glutamylcyclotransferase 2 (Gamma-GCG 2) (EC 4.3.2.7) (Cation transport regulator-like protein 2),62.147,4.5800000000000004e-79,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134692133,pad_area,log,primary,45,0.01027664384775344,0.06699534762966969,0.878879008717595,0.03301374297123694,-0.04301796583809008,0.9566054832342789,0.9739453915590126,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),59.083,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134725540,pad_area,log,primary,45,0.03854151791973643,0.2617703942286788,0.8837058051101478,0.034869853348281556,0.05468126605787563,0.9566054832342789,0.9740061670783099,Calcium-regulated heat-stable protein 1 (Calcium-regulated heat-stable protein of 24 kDa) (CRHSP-24),64.423,3.71e-45,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134683354,pad_area,log,primary,45,0.029979971060849417,0.20603828754571663,0.885060198716821,0.03516215524411636,0.17674273535452859,0.9566054832342789,0.9740061670783099,Protein SAAL1 (Synoviocyte proliferation-associated in collagen-induced arthritis protein 1) (SPACIA1),35.909,2.0300000000000002e-71,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134716158,pad_area,log,primary,45,-0.021431142478900416,0.14825857383420757,0.8858086639692354,0.03378651336883792,0.016772285801963625,0.9566054832342789,0.9740061670783099,Collagen alpha-1(XXII) chain,38.974,1.25e-28,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134708353,pad_area,log,primary,45,-0.02185726106645917,0.15453590997742253,0.8882519657350982,0.03032597686257923,-0.0037350925144715207,0.9566054832342789,0.9740061670783099,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8),89.655,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134711515,pad_area,log,primary,45,-0.01826452658893427,0.1334167495707248,0.8918154704255827,0.023097706867153928,-0.04078819461721506,0.9566054832342789,0.9740061670783099,Collagen alpha-2(IV) chain,51.043,2.47e-134,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134695117,pad_area,log,primary,45,0.019721779657513015,0.15057701232171256,0.8964686203459457,0.03610759819774797,-0.10805386012386503,0.9575047817312016,0.9740061670783099,Heat shock 70 kDa protein 12B,29.751,8.77e-65,genome_blast,FALSE,TRUE,candidate,0.283,caution,FALSE
LOC134724488,pad_area,log,primary,45,-0.008988715915460114,0.0746161415124638,0.9047324207560067,0.03010881199882024,0.011795672311921785,0.9622366000413461,0.9766417017176161,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),49.194,0,genome_blast,FALSE,TRUE,candidate,0.196,ok,FALSE
LOC134681037,pad_area,log,primary,45,0.011925871807724826,0.10883492773626728,0.9133062706657968,0.03567755874072312,-0.015043465448431471,0.9645345731839268,0.9766417017176161,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),45.54,7.47e-59,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134716115,pad_area,log,primary,45,0.012521372651250683,0.12398155399558197,0.920072787564482,0.029807633087026573,0.017360495139781495,0.9645345731839268,0.9766417017176161,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),31.854,9.86e-105,genome_blast,FALSE,TRUE,candidate,0.217,caution,FALSE
LOC134718464,pad_area,log,primary,45,-0.015693748598183115,0.16339923361914144,0.9239763432867224,0.03389745481180277,-0.0019108190681874264,0.9645345731839268,0.9766417017176161,LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein),63.014,1.44e-58,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134696696,pad_area,log,primary,45,0.007750352861596495,0.08210102803757853,0.9252746103183844,0.028186351244560415,0.07737814275044835,0.9645345731839268,0.9766417017176161,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.177,4.48e-76,genome_blast,FALSE,TRUE,candidate,0.239,caution,FALSE
LOC134725173,pad_area,log,primary,45,0.014371503083256881,0.15406054800358807,0.9261549170140694,0.030934323893561568,0.19854378974865608,0.9645345731839268,0.9766417017176161,Glutathione hydrolase-like YwrD proenzyme (EC 2.3.2.2) (Putative gamma-glutamyltransferase YwrD) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase-like YwrD large chain; Glutathione hydrolase-like YwrD small chain],35.478,2.4799999999999998e-89,genome_blast,FALSE,TRUE,candidate,0.087,ok,FALSE
LOC134692067,pad_area,log,primary,45,0.01569370751945549,0.1773744118078212,0.9299496681693636,0.02701172878526832,-0.013674651736930516,0.9645345731839268,0.9766417017176161,Heat shock 70 kDa protein 12B,32.591,5.77e-92,genome_blast,FALSE,TRUE,candidate,0.174,ok,FALSE
LOC134715627,pad_area,log,primary,45,-0.008957975228182298,0.12176827926352479,0.9417319467155394,0.03361920957345606,-0.06550583070864217,0.9719380706892335,0.9796255123831142,Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK),37.084,0,genome_blast,FALSE,TRUE,candidate,0.239,caution,FALSE
LOC134707400,pad_area,log,primary,45,0.01508864708263546,0.2210234690796181,0.9459217687608166,0.026281844743764153,-0.09727466529478535,0.9719380706892335,0.9796255123831142,HSPB1-associated protein 1 (27 kDa heat shock protein-associated protein 1) (Protein associated with small stress protein 1),45.205,1.41e-81,genome_blast,FALSE,TRUE,candidate,0.065,ok,FALSE
LOC134721333,pad_area,log,primary,45,0.005094890015536416,0.08584031927079565,0.9529739544664256,0.03223795718893544,0.07626001897208635,0.9719380706892335,0.9796255123831142,Glutathione S-transferase (EC 2.5.1.18) (GST class-sigma),44.608,5.1699999999999996e-54,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134696122,pad_area,log,primary,45,0.004593632839792619,0.07956793197171774,0.9542567242138305,0.02785221487027988,-0.02146549997627265,0.9719380706892335,0.9796255123831142,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),32.053,2.09e-71,genome_blast,FALSE,TRUE,candidate,0.152,ok,FALSE
LOC134714868,pad_area,log,primary,45,0.0073370376516962875,0.13349192877724403,0.9564490177698832,0.03321214907393703,-0.06301437294260581,0.9719380706892335,0.9798722590213906,Dual oxidase 1 (EC 1.11.1.-) (EC 1.6.3.1),39.764,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134721919,pad_area,log,primary,45,-0.007285715494188473,0.1741725931761107,0.966847297717381,0.02981636745571451,0.022730504180618498,0.9785430311575107,0.9864986655571651,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.28,5.22e-88,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134696139,pad_area,log,primary,45,0.00580626505539678,0.28940065537899323,0.9840953582012776,0.03174897202876066,0.028550726760550458,0.9919997385884365,0.9957344393681077,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.541,6.359999999999999e-104,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134716333,pad_area,log,primary,45,-0.0012101178868381374,0.1770528093658741,0.994581515724361,0.03190846055605252,0.05105033163498568,0.9968782797506486,0.9965667083705175,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (HsPDE8B) (EC 3.1.4.53) (Cell proliferation-inducing gene 22 protein)",52.598,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134686081,pad_area,log,primary,45,1.026901451950144e-4,0.026078947655883245,0.9968782797506486,0.03156147699798747,-0.004614760684006637,0.9968782797506486,0.9968782797506486,Mussel byssus collagen-like protein 3,44.162,4.29e-43,genome_blast,FALSE,TRUE,candidate,0.152,ok,FALSE
LOC134718614,adhesion_kpa,log,exploratory,45,0.9663199522091105,0.20539821368094632,3.165951162574659e-5,0.0710695053030436,0.4970345404267549,0.007946537418062394,0.015893074836124788,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.522,3.69e-50,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134697060,adhesion_kpa,log,exploratory,45,0.8937557633359343,0.27211904362820466,0.002163892709075785,0.3168860974700722,0.18668247749431258,0.271568534989011,0.24785588987859272,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),31.587,3.499999999999999e-107,genome_blast,FALSE,TRUE,candidate,0.065,ok,FALSE
LOC134718500,adhesion_kpa,log,exploratory,45,-1.1135984371037984,0.4535147537070082,0.018630627600332576,0.3165900038424627,-0.3022395091957073,0.8382489738570911,0.8871715347305172,"RalA-binding protein 1 (RalBP1) (Cytocentrin) (Dinitrophenyl S-glutathione ATPase) (DNP-SG ATPase) (EC 7.6.2.2, EC 7.6.2.3) (Ral-interacting protein 1)",50.853,8.94e-81,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134701697,adhesion_kpa,log,exploratory,45,0.6012452639388391,0.2571291398052739,0.02459249127570937,0.35591295689322805,0.3029843126325707,0.8382489738570911,0.8871715347305172,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.23,6.08e-104,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134720928,adhesion_kpa,log,exploratory,45,0.40287702712325923,0.17259143252963988,0.02482451001419483,0.26816923266524034,0.2951233385793496,0.8382489738570911,0.8871715347305172,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),49.329,0,genome_blast,TRUE,TRUE,candidate,0.13,ok,FALSE
LOC134711163,adhesion_kpa,log,exploratory,45,-1.3729591268134127,0.5989885444216407,0.02737919676262296,0.2704099993163242,-0.2929340864311509,0.8382489738570911,0.8871715347305172,Endothelial PAS domain-containing protein 1 (EPAS-1) (Basic-helix-loop-helix-PAS protein MOP2) (Class E basic helix-loop-helix protein 73) (bHLHe73) (HIF-1-alpha-like factor) (HLF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha) (Member of PAS protein 2) (PAS domain-containing protein 2),31.496,5.17e-50,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134706747,adhesion_kpa,log,exploratory,45,0.5063900575120348,0.225680077651032,0.03059329424279918,0.38149139752466255,0.30994942786111324,0.8382489738570911,0.8871715347305172,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),63.306,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134724473,adhesion_kpa,log,exploratory,45,0.6503975245733125,0.2907483131531934,0.03107640384035132,0.2215228551485084,0.22876661001648788,0.8382489738570911,0.8871715347305172,Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D),53.269,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134712292,adhesion_kpa,log,exploratory,45,0.45420294641124304,0.2077654750874084,0.0348725915820055,0.36543585918057075,0.3072452853436442,0.8382489738570911,0.8871715347305172,"Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)",62.391,0,genome_blast,FALSE,TRUE,candidate,0.065,ok,FALSE
LOC134686763,adhesion_kpa,log,exploratory,45,0.5357081375172201,0.24727921030083153,0.03645249959809425,0.270238292926157,0.35596241958575353,0.8382489738570911,0.8871715347305172,Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37),57.925,6.77e-125,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134714403,adhesion_kpa,log,exploratory,45,0.17681067363610012,0.0819178106223108,0.037112753444902113,0.35864661048311625,0.2435843208150315,0.8382489738570911,0.8871715347305172,Phenylalanine--tRNA ligase alpha subunit B (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit B) (PheRS),63.618,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134727424,adhesion_kpa,log,exploratory,45,0.5781395282454922,0.273199057638814,0.04076517276798243,0.20496805234553803,0.10039956352069013,0.8382489738570911,0.8913439729876168,Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST class-theta-1),41.071,5.52e-51,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134689775,adhesion_kpa,log,exploratory,45,0.9029478200962823,0.44446244068180313,0.04905277173809773,0.3086139873179956,0.20432320145109475,0.8382489738570911,0.8966927374309347,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase),41.655,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134697127,adhesion_kpa,log,exploratory,45,0.8269826408908256,0.41668855352680556,0.05424996470419313,0.36438588055480997,0.32472367032963023,0.8382489738570911,0.8966927374309347,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.807,1.6799999999999998e-109,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134693664,adhesion_kpa,log,exploratory,45,-0.47782329167918747,0.24086623730348974,0.054352325757049985,0.2636543696829011,-0.2926155658681923,0.8382489738570911,0.8966927374309347,Intraflagellar transport protein 25 homolog (Heat shock protein beta-11) (Hspb11) (Heat shock protein family B member 11) (Placental protein 25) (PP25),49.624,2.02e-41,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134710209,adhesion_kpa,log,exploratory,45,0.5930813459980603,0.2996105586839352,0.05484841251407668,0.3511837521440291,0.32018660148754147,0.8382489738570911,0.8966927374309347,Putative ABC transporter C family member 15 (ABC transporter ABCC.15) (AtABCC15) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 15) (Glutathione S-conjugate-transporting ATPase 15) (Putative multidrug resistance-associated protein 15),37.755,0,genome_blast,FALSE,TRUE,candidate,0.065,ok,FALSE
LOC134688272,adhesion_kpa,log,exploratory,45,-1.4105738890806483,0.7184809535910779,0.05677383488275119,0.4963326131777278,-0.22545125887203551,0.8382489738570911,0.8966927374309347,Novel acetylcholine receptor chaperone (Transmembrane protein 35A),42.063,6.640000000000001e-26,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134694421,adhesion_kpa,log,exploratory,45,0.4413562073678494,0.2374306489212065,0.07060137033873412,0.35374484790055016,0.3462311771821748,0.8637149025984764,0.8966927374309347,Byssal calumenin-like protein 1,95.71,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134682928,adhesion_kpa,log,exploratory,45,0.3187107710534057,0.17183672796148491,0.07120654320337697,0.2889394643100548,0.17738898008048762,0.8637149025984764,0.8966927374309347,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",60.054,0,genome_blast,FALSE,TRUE,candidate,0.152,ok,FALSE
LOC134697661,adhesion_kpa,log,exploratory,45,0.4968096653268888,0.2710793193685899,0.0744884301872024,0.29428922857301965,0.35577004066109225,0.8637149025984764,0.8966927374309347,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",64.23,0,genome_blast,FALSE,TRUE,candidate,0.065,ok,FALSE
LOC134721923,adhesion_kpa,log,exploratory,45,0.5220578116718538,0.2855261446106684,0.07514455081432789,0.4266876846876485,0.23978400484652368,0.8637149025984764,0.8966927374309347,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.227,4.4299999999999994e-95,genome_blast,FALSE,TRUE,candidate,0.065,ok,FALSE
LOC134714846,adhesion_kpa,log,exploratory,45,-0.745750289546646,0.41213586384472595,0.07808924166511216,0.23598847256684372,-0.14533160766937722,0.8637149025984764,0.8966927374309347,Ceramide transfer protein (CERT) (Collagen type IV alpha-3-binding protein),50.825,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134711985,adhesion_kpa,log,exploratory,45,0.7554575364962062,0.42130051103010374,0.08070590409388227,0.3352361120682474,0.2902127868427453,0.8637149025984764,0.8966927374309347,Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B),52.72,3.4999999999999996e-88,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134694436,adhesion_kpa,log,exploratory,45,0.2567524430332633,0.14410522961026453,0.08258628550742403,0.3618741132213478,0.37481020312370134,0.8637149025984764,0.8966927374309347,Heat shock 70 kDa protein 12B,28.732,8.41e-52,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134707678,adhesion_kpa,log,exploratory,45,-0.13237227044606817,0.07684432959912188,0.09288275589036706,0.31062404537799393,-0.2898866336662539,0.9325428691392852,0.9713988220200889,Byssal peroxidase-like protein 1,34.068,1.23e-87,genome_blast,FALSE,TRUE,candidate,0.109,ok,FALSE
LOC134687339,adhesion_kpa,log,exploratory,45,0.2129258957632987,0.1276261111972804,0.10325538508238413,0.3434632968377611,0.18848231704925364,0.9593545995765437,0.9957363924896574,"Glutathione S-transferase 3, mitochondrial (EC 2.5.1.-) (Glutathione peroxidase MGST3) (EC 1.11.1.-) (LTC4 synthase MGST3) (EC 4.4.1.20)",43.796,1.14e-39,genome_blast,FALSE,TRUE,candidate,0.326,caution,FALSE
LOC134706577,adhesion_kpa,log,exploratory,45,0.533738077259949,0.3217793117695753,0.1051970213827084,0.3464778879993025,0.12707398513633494,0.9593545995765437,0.9957363924896574,"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)",65.657,4.74e-43,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134725758,adhesion_kpa,log,exploratory,45,-0.5031369597187149,0.3117497166386461,0.11460951972070155,0.17946136577652694,-0.303079214182528,0.9593545995765437,0.9957363924896574,Peroxiredoxin-1 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 1),76.44,9.8e-112,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134725629,adhesion_kpa,log,exploratory,45,0.5136384277878119,0.3232076751605484,0.12009252622305634,0.23016394037385463,0.08128511876940822,0.9593545995765437,0.9957363924896574,Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase),52.453,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134681037,adhesion_kpa,log,exploratory,45,0.28724173742339676,0.18371911344975836,0.12601807222321576,0.30403927141205483,0.3222424860751138,0.9593545995765437,0.9957363924896574,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),45.54,7.47e-59,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134686963,adhesion_kpa,log,exploratory,45,0.6264577050234549,0.4109999162539857,0.13552056778810848,0.2975747797297122,0.22652304753236116,0.9593545995765437,0.9957363924896574,Probable assembly chaperone of rpl4,32.857,2.89e-26,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134692391,adhesion_kpa,log,exploratory,45,-0.5211425816727986,0.3420723208370491,0.13570551538416037,0.3336928300614813,-0.1287255492979468,0.9593545995765437,0.9957363924896574,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),30.388,3.01e-84,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134720973,adhesion_kpa,log,exploratory,45,-0.3719590823390136,0.24543874010466377,0.13771315851919383,0.28384209632522195,-0.24574636794168084,0.9593545995765437,0.9957363924896574,Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13),79.032,7.320000000000001e-29,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134692848,adhesion_kpa,log,exploratory,45,0.35784205303787525,0.23931757718540644,0.14289511609965652,0.3228254507637983,0.30108549183315775,0.9593545995765437,0.9957363924896574,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),33.494,1.9199999999999998e-95,genome_blast,FALSE,TRUE,candidate,0.283,caution,FALSE
LOC134710470,adhesion_kpa,log,exploratory,45,-0.2516698461424402,0.16917422052690298,0.144888045590448,0.23735368738086923,-0.20299880612340748,0.9593545995765437,0.9957363924896574,Tubulin-specific chaperone E (Tubulin-folding cofactor E),43.103,1.11e-138,genome_blast,FALSE,TRUE,candidate,0.13,ok,FALSE
