gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134687228|LOC134687228,7.72136671953706,-1.25124617474029,0.632633467017483,0.0014612069967635,0.037805676678804,LOC134687228,lcl|NC_086382.1_cds_XP_063403428.1_38544,sp,Q61371,IFT88,MOUSE,68.154,829,248,8,19,2472,1,824,0,1125,reviewed,IFT88_MOUSE,Intraflagellar transport protein 88 homolog (Recessive polycystic kidney disease protein Tg737) (Tetratricopeptide repeat protein 10) (TPR repeat protein 10) (TgN(Imorpk)737Rpw),Ift88 Tg737 Tg737Rpw TgN737Rpw Ttc10,Mus musculus (Mouse),824,GO:0001654; GO:0001822; GO:0001886; GO:0001889; GO:0002080; GO:0002081; GO:0002177; GO:0003341; GO:0005737; GO:0005802; GO:0005813; GO:0005814; GO:0005829; GO:0005929; GO:0005930; GO:0007219; GO:0007224; GO:0007288; GO:0007290; GO:0007368; GO:0007399; GO:0007420; GO:0007507; GO:0008104; GO:0008544; GO:0009887; GO:0009952; GO:0009953; GO:0010839; GO:0019894; GO:0021513; GO:0021537; GO:0030324; GO:0030900; GO:0030992; GO:0031016; GO:0031122; GO:0031514; GO:0032391; GO:0034405; GO:0035720; GO:0036064; GO:0036126; GO:0036334; GO:0042073; GO:0042487; GO:0042733; GO:0043568; GO:0043616; GO:0045598; GO:0045724; GO:0048853; GO:0050680; GO:0055007; GO:0060091; GO:0060122; GO:0060173; GO:0060259; GO:0060271; GO:0060411; GO:0060426; GO:0060914; GO:0061351; GO:0070613; GO:0090102; GO:0097541; GO:0097542; GO:0097546; GO:0097730; GO:0120212; GO:1902017; GO:1903929; GO:1905515; GO:2000785,animal organ morphogenesis [GO:0009887]; anterior/posterior pattern specification [GO:0009952]; brain development [GO:0007420]; cardiac muscle cell differentiation [GO:0055007]; cardiac septum morphogenesis [GO:0060411]; cilium assembly [GO:0060271]; cilium movement [GO:0003341]; cochlea development [GO:0090102]; cytoplasmic microtubule organization [GO:0031122]; determination of left/right symmetry [GO:0007368]; dorsal/ventral pattern formation [GO:0009953]; embryonic digit morphogenesis [GO:0042733]; endothelial cell morphogenesis [GO:0001886]; epidermal stem cell homeostasis [GO:0036334]; epidermis development [GO:0008544]; eye development [GO:0001654]; forebrain development [GO:0030900]; forebrain morphogenesis [GO:0048853]; heart development [GO:0007507]; heart formation [GO:0060914]; inner ear receptor cell stereocilium organization [GO:0060122]; intraciliary anterograde transport [GO:0035720]; intraciliary transport [GO:0042073]; keratinocyte proliferation [GO:0043616]; kidney development [GO:0001822]; limb development [GO:0060173]; liver development [GO:0001889]; lung development [GO:0030324]; lung vasculature development [GO:0060426]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of keratinocyte proliferation [GO:0010839]; nervous system development [GO:0007399]; neural precursor cell proliferation [GO:0061351]; non-motile cilium assembly [GO:1905515]; Notch signaling pathway [GO:0007219]; pancreas development [GO:0031016]; positive regulation of cilium assembly [GO:0045724]; positive regulation of insulin-like growth factor receptor signaling pathway [GO:0043568]; primary palate development [GO:1903929]; protein localization [GO:0008104]; regulation of autophagosome assembly [GO:2000785]; regulation of cilium assembly [GO:1902017]; regulation of fat cell differentiation [GO:0045598]; regulation of feeding behavior [GO:0060259]; regulation of odontogenesis of dentin-containing tooth [GO:0042487]; regulation of protein processing [GO:0070613]; response to fluid shear stress [GO:0034405]; smoothened signaling pathway [GO:0007224]; sperm axoneme assembly [GO:0007288]; spermatid nucleus elongation [GO:0007290]; spinal cord dorsal/ventral patterning [GO:0021513]; telencephalon development [GO:0021537],kinesin binding [GO:0019894],acrosomal membrane [GO:0002080]; axonemal basal plate [GO:0097541]; axoneme [GO:0005930]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary base [GO:0097546]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intraciliary transport particle B [GO:0030992]; kinocilium [GO:0060091]; manchette [GO:0002177]; motile cilium [GO:0031514]; non-motile cilium [GO:0097730]; outer acrosomal membrane [GO:0002081]; photoreceptor connecting cilium [GO:0032391]; sperm flagellum [GO:0036126]; sperm head-tail coupling apparatus [GO:0120212]; trans-Golgi network [GO:0005802],,,,R-MMU-5610787;R-MMU-5620924;R-MMU-9646399;,,
gene-LOC134697153|LOC134697153,65.0962373516848,0.510112462211029,0.160171825692635,1.45962535662812e-4,0.0100131074893519,LOC134697153,lcl|NC_086386.1_cds_XP_063415289.1_48400,sp,Q9BKZ9,FEH1,CAEEL,44.079,456,199,12,781,2136,235,638,7.63e-106,340,reviewed,FEH1_CAEEL,Protein Fe65 homolog,feh-1 Y54F10AM.2,Caenorhabditis elegans,665,GO:0001540; GO:0002119; GO:0005634; GO:0005737; GO:0005884; GO:0006355; GO:0007631; GO:0009792,embryo development ending in birth or egg hatching [GO:0009792]; feeding behavior [GO:0007631]; nematode larval development [GO:0002119]; regulation of DNA-templated transcription [GO:0006355],amyloid-beta binding [GO:0001540],actin filament [GO:0005884]; cytoplasm [GO:0005737]; nucleus [GO:0005634],,,,,,
gene-LOC134707077|LOC134707077,7.10532173290682,1.29624672751463,0.57972306807559,9.0805398179476e-4,0.0305421982746272,LOC134707077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134714750|LOC134714750,42.9127848000572,-0.688918503460761,0.311267762419343,0.00133307983302903,0.0364827649470838,LOC134714750,lcl|NC_086373.1_cds_XP_063432341.1_483,sp,Q52I78,NAMPT,PIG,59.544,482,179,4,1,1398,1,482,0,570,reviewed,NAMPT_PIG,Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1 homolog) (PBEF) (Visfatin),NAMPT PBEF1,Sus scrofa (Pig),491,GO:0005125; GO:0005615; GO:0005634; GO:0005737; GO:0009435; GO:0032922; GO:0047280,circadian regulation of gene expression [GO:0032922]; NAD biosynthetic process [GO:0009435],cytokine activity [GO:0005125]; nicotinamide phosphoribosyltransferase activity [GO:0047280],cytoplasm [GO:0005737]; extracellular space [GO:0005615]; nucleus [GO:0005634],,,,R-SSC-197264;,UPA00253;,
gene-LOC134700319|LOC134700319,31.4804240859884,-0.760612180764579,0.306362177869139,6.42830027823728e-4,0.0236806337868779,LOC134700319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134721100|LOC134721100,106.654483763162,-0.499611521314835,0.201323696800515,0.00111635661333304,0.0334109315464122,LOC134721100,lcl|NC_086378.1_cds_XP_063439903.1_24269,sp,Q39565,DYHB,CHLRE,26.014,1603,979,29,4,4575,18,1492,1.61e-153,545,reviewed,DYHB_CHLRE,"Dynein beta chain, flagellar outer arm",ODA4 ODA-4 SUP1,Chlamydomonas reinhardtii (Chlamydomonas smithii),4568,GO:0005524; GO:0005874; GO:0005930; GO:0008569; GO:0030030; GO:0030286; GO:0045505; GO:0051959; GO:0060294; GO:0097729,cell projection organization [GO:0030030]; cilium movement involved in cell motility [GO:0060294],ATP binding [GO:0005524]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569],9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; dynein complex [GO:0030286]; microtubule [GO:0005874],,,,,,
gene-LOC134721100|LOC134721100,106.654483763162,-0.499611521314835,0.201323696800515,0.00111635661333304,0.0334109315464122,LOC134721100,lcl|NC_086378.1_cds_XP_063439903.1_24269,sp,Q39565,DYHB,CHLRE,27.56,1426,905,35,7795,11994,2148,3471,5.14e-146,521,reviewed,DYHB_CHLRE,"Dynein beta chain, flagellar outer arm",ODA4 ODA-4 SUP1,Chlamydomonas reinhardtii (Chlamydomonas smithii),4568,GO:0005524; GO:0005874; GO:0005930; GO:0008569; GO:0030030; GO:0030286; GO:0045505; GO:0051959; GO:0060294; GO:0097729,cell projection organization [GO:0030030]; cilium movement involved in cell motility [GO:0060294],ATP binding [GO:0005524]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569],9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; dynein complex [GO:0030286]; microtubule [GO:0005874],,,,,,
gene-LOC134721100|LOC134721100,106.654483763162,-0.499611521314835,0.201323696800515,0.00111635661333304,0.0334109315464122,LOC134721100,lcl|NC_086378.1_cds_XP_063439903.1_24269,sp,Q39565,DYHB,CHLRE,29.091,385,201,7,6382,7536,1836,2148,9.21e-39,166,reviewed,DYHB_CHLRE,"Dynein beta chain, flagellar outer arm",ODA4 ODA-4 SUP1,Chlamydomonas reinhardtii (Chlamydomonas smithii),4568,GO:0005524; GO:0005874; GO:0005930; GO:0008569; GO:0030030; GO:0030286; GO:0045505; GO:0051959; GO:0060294; GO:0097729,cell projection organization [GO:0030030]; cilium movement involved in cell motility [GO:0060294],ATP binding [GO:0005524]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569],9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; dynein complex [GO:0030286]; microtubule [GO:0005874],,,,,,
gene-LOC134721100|LOC134721100,106.654483763162,-0.499611521314835,0.201323696800515,0.00111635661333304,0.0334109315464122,LOC134721100,lcl|NC_086378.1_cds_XP_063439903.1_24269,sp,Q39565,DYHB,CHLRE,36.179,246,150,3,4873,5592,1516,1760,1.21e-33,149,reviewed,DYHB_CHLRE,"Dynein beta chain, flagellar outer arm",ODA4 ODA-4 SUP1,Chlamydomonas reinhardtii (Chlamydomonas smithii),4568,GO:0005524; GO:0005874; GO:0005930; GO:0008569; GO:0030030; GO:0030286; GO:0045505; GO:0051959; GO:0060294; GO:0097729,cell projection organization [GO:0030030]; cilium movement involved in cell motility [GO:0060294],ATP binding [GO:0005524]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569],9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; dynein complex [GO:0030286]; microtubule [GO:0005874],,,,,,
gene-LOC134721100|LOC134721100,106.654483763162,-0.499611521314835,0.201323696800515,0.00111635661333304,0.0334109315464122,LOC134721100,lcl|NC_086378.1_cds_XP_063439904.1_24270,sp,Q9NYC9,DYH9,HUMAN,26.382,1899,1127,44,6334,11943,1771,3427,0,662,reviewed,DYH9_HUMAN,Dynein axonemal heavy chain 9 (Axonemal beta dynein heavy chain 9) (Ciliary dynein heavy chain 9),DNAH9 DNAH17L DNEL1 KIAA0357,Homo sapiens (Human),4486,GO:0003341; GO:0005524; GO:0005576; GO:0005874; GO:0005930; GO:0008569; GO:0016887; GO:0030030; GO:0030286; GO:0031514; GO:0036157; GO:0045505; GO:0051649; GO:0051959; GO:0060294; GO:0090660; GO:0097729; GO:0120135; GO:0120197,cell projection organization [GO:0030030]; cerebrospinal fluid circulation [GO:0090660]; cilium movement [GO:0003341]; cilium movement involved in cell motility [GO:0060294]; establishment of localization in cell [GO:0051649]; mucociliary clearance [GO:0120197],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569],9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; distal portion of axoneme [GO:0120135]; dynein complex [GO:0030286]; extracellular region [GO:0005576]; microtubule [GO:0005874]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157],,,Q9NYC9;,,,
gene-LOC134721100|LOC134721100,106.654483763162,-0.499611521314835,0.201323696800515,0.00111635661333304,0.0334109315464122,LOC134721100,lcl|NC_086378.1_cds_XP_063439904.1_24270,sp,Q9NYC9,DYH9,HUMAN,24.198,1310,837,30,742,4605,281,1456,3.41e-92,343,reviewed,DYH9_HUMAN,Dynein axonemal heavy chain 9 (Axonemal beta dynein heavy chain 9) (Ciliary dynein heavy chain 9),DNAH9 DNAH17L DNEL1 KIAA0357,Homo sapiens (Human),4486,GO:0003341; GO:0005524; GO:0005576; GO:0005874; GO:0005930; GO:0008569; GO:0016887; GO:0030030; GO:0030286; GO:0031514; GO:0036157; GO:0045505; GO:0051649; GO:0051959; GO:0060294; GO:0090660; GO:0097729; GO:0120135; GO:0120197,cell projection organization [GO:0030030]; cerebrospinal fluid circulation [GO:0090660]; cilium movement [GO:0003341]; cilium movement involved in cell motility [GO:0060294]; establishment of localization in cell [GO:0051649]; mucociliary clearance [GO:0120197],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569],9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; distal portion of axoneme [GO:0120135]; dynein complex [GO:0030286]; extracellular region [GO:0005576]; microtubule [GO:0005874]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157],,,Q9NYC9;,,,
gene-LOC134721100|LOC134721100,106.654483763162,-0.499611521314835,0.201323696800515,0.00111635661333304,0.0334109315464122,LOC134721100,lcl|NC_086378.1_cds_XP_063439904.1_24270,sp,Q9NYC9,DYH9,HUMAN,34.274,248,159,3,4846,5580,1461,1707,1.11e-34,152,reviewed,DYH9_HUMAN,Dynein axonemal heavy chain 9 (Axonemal beta dynein heavy chain 9) (Ciliary dynein heavy chain 9),DNAH9 DNAH17L DNEL1 KIAA0357,Homo sapiens (Human),4486,GO:0003341; GO:0005524; GO:0005576; GO:0005874; GO:0005930; GO:0008569; GO:0016887; GO:0030030; GO:0030286; GO:0031514; GO:0036157; GO:0045505; GO:0051649; GO:0051959; GO:0060294; GO:0090660; GO:0097729; GO:0120135; GO:0120197,cell projection organization [GO:0030030]; cerebrospinal fluid circulation [GO:0090660]; cilium movement [GO:0003341]; cilium movement involved in cell motility [GO:0060294]; establishment of localization in cell [GO:0051649]; mucociliary clearance [GO:0120197],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569],9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; distal portion of axoneme [GO:0120135]; dynein complex [GO:0030286]; extracellular region [GO:0005576]; microtubule [GO:0005874]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157],,,Q9NYC9;,,,
gene-LOC134721100|LOC134721100,106.654483763162,-0.499611521314835,0.201323696800515,0.00111635661333304,0.0334109315464122,LOC134721100,lcl|NC_086378.1_cds_XP_063439904.1_24270,sp,Q9NYC9,DYH9,HUMAN,26.923,286,194,4,12454,13311,3450,3720,3.01e-21,108,reviewed,DYH9_HUMAN,Dynein axonemal heavy chain 9 (Axonemal beta dynein heavy chain 9) (Ciliary dynein heavy chain 9),DNAH9 DNAH17L DNEL1 KIAA0357,Homo sapiens (Human),4486,GO:0003341; GO:0005524; GO:0005576; GO:0005874; GO:0005930; GO:0008569; GO:0016887; GO:0030030; GO:0030286; GO:0031514; GO:0036157; GO:0045505; GO:0051649; GO:0051959; GO:0060294; GO:0090660; GO:0097729; GO:0120135; GO:0120197,cell projection organization [GO:0030030]; cerebrospinal fluid circulation [GO:0090660]; cilium movement [GO:0003341]; cilium movement involved in cell motility [GO:0060294]; establishment of localization in cell [GO:0051649]; mucociliary clearance [GO:0120197],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569],9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; distal portion of axoneme [GO:0120135]; dynein complex [GO:0030286]; extracellular region [GO:0005576]; microtubule [GO:0005874]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157],,,Q9NYC9;,,,
gene-LOC134714337|LOC134714337,143.394063007107,0.476398190472339,0.0992973007223575,1.98179277303676e-7,6.66571690965756e-5,LOC134714337,lcl|NC_086373.1_cds_XP_063431657.1_407,sp,Q8N6T3,ARFG1,HUMAN,51.703,323,126,4,1,969,1,293,9.87e-99,307,reviewed,ARFG1_HUMAN,ADP-ribosylation factor GTPase-activating protein 1 (ARF GAP 1) (ADP-ribosylation factor 1 GTPase-activating protein) (ARF1 GAP) (ARF1-directed GTPase-activating protein),ARFGAP1 ARF1GAP,Homo sapiens (Human),406,GO:0000139; GO:0005096; GO:0005829; GO:0015031; GO:0016192; GO:0030100; GO:0032012; GO:0045202; GO:0046872,protein transport [GO:0015031]; regulation of ARF protein signal transduction [GO:0032012]; regulation of endocytosis [GO:0030100]; vesicle-mediated transport [GO:0016192],GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872],cytosol [GO:0005829]; Golgi membrane [GO:0000139]; synapse [GO:0045202],,,Q8N6T3;,R-HSA-381038;R-HSA-6807878;R-HSA-6811434;R-HSA-8856828;,,Q6FG41; P60520; P28799; P60411; Q9BYR7; Q9BYQ4; P36406; P60520; Q5S007; Q92870-2; P54253; P14136; P28799; P29474; A0A6Q8PF08; P37840; P09936
gene-LOC134723310|LOC134723310,56.8262717168425,0.70911093364626,0.271890769020685,5.42202775499622e-4,0.0216210343879643,LOC134723310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134711414|LOC134711414,50.393793868376,0.55805767493231,0.154632266844824,2.87734795947544e-5,0.00332169250815546,LOC134711414,lcl|NC_086375.1_cds_XP_063428048.1_12784,sp,Q7L0Q8,RHOU,HUMAN,68.203,217,61,2,76,726,50,258,2.42e-103,303,reviewed,RHOU_HUMAN,Rho-related GTP-binding protein RhoU (CDC42-like GTPase 1) (GTP-binding protein-like 1) (Rho GTPase-like protein ARHU) (Ryu GTPase) (Wnt-1 responsive Cdc42 homolog 1) (WRCH-1),RHOU ARHU CDC42L1 G28K WRCH1 SB128,Homo sapiens (Human),258,GO:0000082; GO:0000139; GO:0002102; GO:0003924; GO:0005085; GO:0005525; GO:0005829; GO:0005886; GO:0005925; GO:0006897; GO:0007010; GO:0007015; GO:0007163; GO:0008360; GO:0010008; GO:0016601; GO:0019901; GO:0032488; GO:0042995; GO:0046872; GO:0051056; GO:1903955,actin filament organization [GO:0007015]; Cdc42 protein signal transduction [GO:0032488]; cytoskeleton organization [GO:0007010]; endocytosis [GO:0006897]; establishment or maintenance of cell polarity [GO:0007163]; G1/S transition of mitotic cell cycle [GO:0000082]; positive regulation of protein targeting to mitochondrion [GO:1903955]; Rac protein signal transduction [GO:0016601]; regulation of cell shape [GO:0008360]; regulation of small GTPase mediated signal transduction [GO:0051056],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872]; protein kinase binding [GO:0019901],cell projection [GO:0042995]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; focal adhesion [GO:0005925]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; podosome [GO:0002102],,,Q7L0Q8;,R-HSA-6785807;R-HSA-9013420;,,Q7Z6I6; Q7Z6I6-2; O43639; Q13153-2; Q14289; A6X8Z5
gene-LOC134706576|LOC134706576,74.324251300053,0.581168943051619,0.182482487662024,1.22577392487778e-4,0.00937327736425845,LOC134706576,lcl|NC_086374.1_cds_XP_063421695.1_6617,sp,Q5ZL72,CH60,CHICK,75.226,553,135,1,1,1653,1,553,0,828,reviewed,CH60_CHICK,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60)",HSPD1 HSP60 RCJMB04_7g5,Gallus gallus (Chicken),573,GO:0001530; GO:0002039; GO:0002755; GO:0002842; GO:0003725; GO:0005524; GO:0005737; GO:0005743; GO:0005759; GO:0005769; GO:0005829; GO:0005905; GO:0006457; GO:0008035; GO:0008637; GO:0009409; GO:0009986; GO:0016853; GO:0030135; GO:0030141; GO:0031625; GO:0032727; GO:0032729; GO:0032733; GO:0032735; GO:0032755; GO:0034186; GO:0034514; GO:0042026; GO:0042100; GO:0042110; GO:0043025; GO:0043032; GO:0043065; GO:0043066; GO:0045041; GO:0046696; GO:0048291; GO:0050821; GO:0050870; GO:0051087; GO:0051702; GO:0070062; GO:0097225; GO:0097524; GO:0098761; GO:0140494; GO:0140662,apoptotic mitochondrial changes [GO:0008637]; B cell proliferation [GO:0042100]; biological process involved in interaction with symbiont [GO:0051702]; cellular response to interleukin-7 [GO:0098761]; isotype switching to IgG isotypes [GO:0048291]; mitochondrial unfolded protein response [GO:0034514]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; negative regulation of apoptotic process [GO:0043066]; positive regulation of apoptotic process [GO:0043065]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of macrophage activation [GO:0043032]; positive regulation of T cell activation [GO:0050870]; positive regulation of T cell mediated immune response to tumor cell [GO:0002842]; positive regulation of type II interferon production [GO:0032729]; protein folding [GO:0006457]; protein import into mitochondrial intermembrane space [GO:0045041]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; response to cold [GO:0009409]; T cell activation [GO:0042110],apolipoprotein A-I binding [GO:0034186]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; double-stranded RNA binding [GO:0003725]; high-density lipoprotein particle binding [GO:0008035]; isomerase activity [GO:0016853]; lipopolysaccharide binding [GO:0001530]; p53 binding [GO:0002039]; protein-folding chaperone binding [GO:0051087]; ubiquitin protein ligase binding [GO:0031625],cell surface [GO:0009986]; clathrin-coated pit [GO:0005905]; coated vesicle [GO:0030135]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; extracellular exosome [GO:0070062]; lipopolysaccharide receptor complex [GO:0046696]; migrasome [GO:0140494]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; neuronal cell body [GO:0043025]; secretory granule [GO:0030141]; sperm midpiece [GO:0097225]; sperm plasma membrane [GO:0097524],,,,R-GGA-1268020;R-GGA-9837999;,,Q8AYS8
gene-LOC134712524|LOC134712524,173.748224929731,-0.833178954556665,0.276483849261458,1.27730465727724e-4,0.0093757115061405,LOC134712524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134723308|LOC134723308,37.754724067223,0.414545026512607,0.166720711828366,0.00159817496215499,0.0401411737247761,LOC134723308,lcl|NC_086373.1_cds_XP_063443000.1_1938,sp,Q5XGY1,TSR1,XENLA,53.894,809,347,9,1,2352,1,808,0,761,reviewed,TSR1_XENLA,Pre-rRNA-processing protein TSR1 homolog,tsr1,Xenopus laevis (African clawed frog),815,GO:0000462; GO:0000479; GO:0003924; GO:0005525; GO:0005730; GO:0030688; GO:0034511,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]",GTP binding [GO:0005525]; GTPase activity [GO:0003924]; U3 snoRNA binding [GO:0034511],"nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]",,,,,,
gene-LOC134691386|LOC134691386,49.9201065400878,0.638042530666609,0.245053997377048,6.11927678821838e-4,0.0227590025161814,LOC134691386,lcl|NC_086383.1_cds_XP_063407971.1_42736,sp,Q8K4K3,TRIB2,MOUSE,57.692,286,119,2,169,1023,58,342,6.69e-115,339,reviewed,TRIB2_MOUSE,Tribbles homolog 2 (TRB-2),Trib2,Mus musculus (Mouse),343,GO:0004860; GO:0005634; GO:0005737; GO:0005856; GO:0031434; GO:0031625; GO:0032436; GO:0032693; GO:0043405; GO:0043433; GO:0045599; GO:0051443; GO:0055106; GO:0061629,negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of interleukin-10 production [GO:0032693]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of ubiquitin-protein transferase activity [GO:0051443]; regulation of MAP kinase activity [GO:0043405],mitogen-activated protein kinase kinase binding [GO:0031434]; protein kinase inhibitor activity [GO:0004860]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase regulator activity [GO:0055106],cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634],,,,,,
gene-LOC134725152|LOC134725152,179.222505258206,0.862903373421564,0.183039329031989,1.60795072033697e-7,5.65413944205765e-5,LOC134725152,lcl|NC_086379.1_cds_XP_063444801.1_28832,sp,O15460,P4HA2,HUMAN,47.124,539,270,6,19,1626,9,535,5.8e-166,484,reviewed,P4HA2_HUMAN,"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)",P4HA2 UNQ290/PRO330,Homo sapiens (Human),535,GO:0004656; GO:0005506; GO:0005654; GO:0005783; GO:0005788; GO:0005829; GO:0009055; GO:0031418; GO:0043231,,electron transfer activity [GO:0009055]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; procollagen-proline 4-dioxygenase activity [GO:0004656],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654],,,O15460;,R-HSA-1650814;,,P50570-2; Q13643
gene-LOC134715377|LOC134715377,131.950260783643,0.37276409352145,0.139064918687705,0.00115300264924607,0.0340443835670519,LOC134715377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134712038|LOC134712038,14.0000393999993,0.745195387417671,0.276190199485726,3.98596251122171e-4,0.0177193506657836,LOC134712038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134715581|LOC134715581,16.3345753156576,-0.979607690706207,0.400400617405454,5.60934764496649e-4,0.0219710207322687,LOC134715581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
