gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134725572|LOC134725572,285.478052008126,0.562889869336901,0.138517238870108,2.62340061860158e-6,5.72163674917004e-4,LOC134725572,lcl|NC_086379.1_cds_XP_063445574.1_29807,sp,Q9UKN7,MYO15,HUMAN,44.554,1120,590,11,1,3339,1213,2308,0,974,reviewed,MYO15_HUMAN,Unconventional myosin-XV (Unconventional myosin-15),MYO15A MYO15,Homo sapiens (Human),3530,GO:0000146; GO:0005516; GO:0005524; GO:0005737; GO:0006897; GO:0007015; GO:0007605; GO:0007626; GO:0009416; GO:0015629; GO:0016020; GO:0016459; GO:0032420; GO:0042472; GO:0051015; GO:0070062; GO:0098858,actin filament organization [GO:0007015]; endocytosis [GO:0006897]; inner ear morphogenesis [GO:0042472]; locomotory behavior [GO:0007626]; response to light stimulus [GO:0009416]; sensory perception of sound [GO:0007605],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146],actin cytoskeleton [GO:0015629]; actin-based cell projection [GO:0098858]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; myosin complex [GO:0016459]; stereocilium [GO:0032420],,,Q9UKN7;,R-HSA-9662360;R-HSA-9662361;,,
gene-LOC134725572|LOC134725572,285.478052008126,0.562889869336901,0.138517238870108,2.62340061860158e-6,5.72163674917004e-4,LOC134725572,lcl|NC_086379.1_cds_XP_063445574.1_29807,sp,Q9UKN7,MYO15,HUMAN,29.327,907,543,21,5503,8133,2681,3519,2.79e-115,416,reviewed,MYO15_HUMAN,Unconventional myosin-XV (Unconventional myosin-15),MYO15A MYO15,Homo sapiens (Human),3530,GO:0000146; GO:0005516; GO:0005524; GO:0005737; GO:0006897; GO:0007015; GO:0007605; GO:0007626; GO:0009416; GO:0015629; GO:0016020; GO:0016459; GO:0032420; GO:0042472; GO:0051015; GO:0070062; GO:0098858,actin filament organization [GO:0007015]; endocytosis [GO:0006897]; inner ear morphogenesis [GO:0042472]; locomotory behavior [GO:0007626]; response to light stimulus [GO:0009416]; sensory perception of sound [GO:0007605],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146],actin cytoskeleton [GO:0015629]; actin-based cell projection [GO:0098858]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; myosin complex [GO:0016459]; stereocilium [GO:0032420],,,Q9UKN7;,R-HSA-9662360;R-HSA-9662361;,,
gene-LOC134726382|LOC134726382,89.4427095129891,0.705644597902639,0.228996862609558,8.71555499566906e-5,0.00750340478113982,LOC134726382,lcl|NC_086379.1_cds_XP_063446851.1_28540,sp,Q9W735,PRM1A,DANRE,25.435,747,478,27,787,2886,111,825,3.42e-33,142,reviewed,PRM1A_DANRE,Prominin-1-A (Prominin-like protein 1),prom1a proml1,Danio rerio (Zebrafish) (Brachydanio rerio),826,GO:0005783; GO:0005793; GO:0005886; GO:0005902; GO:0005929; GO:0009986; GO:0015485; GO:0016324; GO:0031528; GO:0071914,,cholesterol binding [GO:0015485],apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; cilium [GO:0005929]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]; prominosome [GO:0071914],,,,,,
gene-LOC134725543|LOC134725543,157.901684323191,-0.362931374737273,0.105593667846074,4.38664320365415e-5,0.00455584229865224,LOC134725543,lcl|NC_086379.1_cds_XP_063445518.1_29752,sp,P25867,UBCD1,DROME,72.603,146,40,0,1,438,1,146,2.5e-81,239,reviewed,UBCD1_DROME,Ubiquitin-conjugating enzyme E2-17 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme D1) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase),eff UbcD1 CG7425,Drosophila melanogaster (Fruit fly),147,GO:0000151; GO:0000209; GO:0000278; GO:0001745; GO:0001751; GO:0005524; GO:0005634; GO:0005829; GO:0006511; GO:0007140; GO:0016322; GO:0016567; GO:0030718; GO:0031145; GO:0031625; GO:0031647; GO:0045676; GO:0045879; GO:0048132; GO:0051276; GO:0061057; GO:0061631; GO:0097039,anaphase-promoting complex-dependent catabolic process [GO:0031145]; chromosome organization [GO:0051276]; compound eye morphogenesis [GO:0001745]; compound eye photoreceptor cell differentiation [GO:0001751]; female germ-line stem cell asymmetric division [GO:0048132]; germ-line stem cell population maintenance [GO:0030718]; male meiotic nuclear division [GO:0007140]; mitotic cell cycle [GO:0000278]; negative regulation of smoothened signaling pathway [GO:0045879]; neuron remodeling [GO:0016322]; peptidoglycan recognition protein signaling pathway [GO:0061057]; protein linear polyubiquitination [GO:0097039]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of protein stability [GO:0031647]; regulation of R7 cell differentiation [GO:0045676]; ubiquitin-dependent protein catabolic process [GO:0006511],ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625],cytosol [GO:0005829]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151],,,,R-DME-1234176;R-DME-141430;R-DME-174048;R-DME-174084;R-DME-174154;R-DME-174178;R-DME-174184;R-DME-176407;R-DME-176408;R-DME-176409;R-DME-176412;R-DME-179409;R-DME-201451;R-DME-209360;R-DME-209461;R-DME-2173795;R-DME-2467813;R-DME-2559582;R-DME-5357905;R-DME-5689896;R-DME-69017;R-DME-8866652;R-DME-8866654;R-DME-8951664;R-DME-9033241;R-DME-983168;,UPA00143;,A1Z9I6
gene-LOC134686501|LOC134686501,141.042519861836,0.495217161836554,0.125653857206922,4.82513254305962e-6,8.30811637611556e-4,LOC134686501,lcl|NC_086373.1_cds_XP_063402242.1_3834,sp,P56518,HDAC1,STRPU,87.44,414,52,0,1,1242,1,414,0,716,reviewed,HDAC1_STRPU,Histone deacetylase 1 (HD1) (EC 3.5.1.98),HDAC1,Strongylocentrotus purpuratus (Purple sea urchin),576,GO:0000118; GO:0004407; GO:0005634; GO:0005737; GO:0006325; GO:0016581; GO:0031507; GO:0140297,chromatin organization [GO:0006325]; heterochromatin formation [GO:0031507],DNA-binding transcription factor binding [GO:0140297]; histone deacetylase activity [GO:0004407],cytoplasm [GO:0005737]; histone deacetylase complex [GO:0000118]; nucleus [GO:0005634]; NuRD complex [GO:0016581],,,,,,
gene-LOC134716126|LOC134716126,78.9204627345187,-0.389526150581584,0.125796829755866,1.29169045397831e-4,0.010698140051114,LOC134716126,lcl|NC_086376.1_cds_XP_063434981.1_19978,sp,Q98TX3,PDCD4,CHICK,51.807,332,158,2,373,1368,135,464,4.09e-112,341,reviewed,PDCD4_CHICK,Programmed cell death protein 4 (Protein I11/6),PDCD4,Gallus gallus (Chicken),467,GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0043508; GO:0045892,negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of JUN kinase activity [GO:0043508],RNA binding [GO:0003723],cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],,INDUCTION: Up-regulated by viral v-myb. {ECO:0000269|PubMed:11313950}.,,,,
gene-LOC134696967|LOC134696967,184.744284583355,-0.263482977210553,0.0717501273901576,2.91615114341649e-5,0.00346222434831488,LOC134696967,lcl|NC_086373.1_cds_XP_063415021.1_5543,sp,P26599,PTBP1,HUMAN,68.878,196,60,1,1255,1839,362,557,5.91e-82,271,reviewed,PTBP1_HUMAN,Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I),PTBP1 PTB,Homo sapiens (Human),557,GO:0000381; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005730; GO:0006397; GO:0008187; GO:0008380; GO:0016020; GO:0033119; GO:0035307; GO:0036002; GO:0043484; GO:0045595; GO:0048025; GO:0051148; GO:0070062; GO:0070886; GO:0075522,"IRES-dependent viral translational initiation [GO:0075522]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of muscle cell differentiation [GO:0051148]; negative regulation of RNA splicing [GO:0033119]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of cell differentiation [GO:0045595]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]",mRNA binding [GO:0003729]; poly-pyrimidine tract binding [GO:0008187]; pre-mRNA binding [GO:0036002]; RNA binding [GO:0003723],extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],,,P26599;,R-HSA-6803529;R-HSA-72163;R-HSA-72203;,,Q15365; Q96PU8; P98175; P23246; P09012; Q7ZYE9; PRO_0000037940 [P29991]; PRO_0000308465 [P29991]; P98175; Q13148
gene-LOC134696967|LOC134696967,184.744284583355,-0.263482977210553,0.0717501273901576,2.91615114341649e-5,0.00346222434831488,LOC134696967,lcl|NC_086373.1_cds_XP_063415021.1_5543,sp,P26599,PTBP1,HUMAN,50.649,308,127,6,97,960,13,315,5.22e-81,268,reviewed,PTBP1_HUMAN,Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I),PTBP1 PTB,Homo sapiens (Human),557,GO:0000381; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005730; GO:0006397; GO:0008187; GO:0008380; GO:0016020; GO:0033119; GO:0035307; GO:0036002; GO:0043484; GO:0045595; GO:0048025; GO:0051148; GO:0070062; GO:0070886; GO:0075522,"IRES-dependent viral translational initiation [GO:0075522]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of muscle cell differentiation [GO:0051148]; negative regulation of RNA splicing [GO:0033119]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of cell differentiation [GO:0045595]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]",mRNA binding [GO:0003729]; poly-pyrimidine tract binding [GO:0008187]; pre-mRNA binding [GO:0036002]; RNA binding [GO:0003723],extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],,,P26599;,R-HSA-6803529;R-HSA-72163;R-HSA-72203;,,Q15365; Q96PU8; P98175; P23246; P09012; Q7ZYE9; PRO_0000037940 [P29991]; PRO_0000308465 [P29991]; P98175; Q13148
gene-LOC134696967|LOC134696967,184.744284583355,-0.263482977210553,0.0717501273901576,2.91615114341649e-5,0.00346222434831488,LOC134696967,lcl|NC_086373.1_cds_XP_063415050.1_5544,sp,O95758,PTBP3,HUMAN,50.183,546,255,8,163,1755,9,552,4.33e-160,472,reviewed,PTBP3_HUMAN,Polypyrimidine tract-binding protein 3 (Regulator of differentiation 1) (Rod1),PTBP3 ROD1,Homo sapiens (Human),552,GO:0003723; GO:0003729; GO:0005634; GO:0006397; GO:0008380; GO:0009653; GO:0033119; GO:0043249; GO:0043484; GO:0045595,anatomical structure morphogenesis [GO:0009653]; erythrocyte maturation [GO:0043249]; mRNA processing [GO:0006397]; negative regulation of RNA splicing [GO:0033119]; regulation of cell differentiation [GO:0045595]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380],mRNA binding [GO:0003729]; RNA binding [GO:0003723],nucleus [GO:0005634],,,O95758;,,,
gene-LOC134696967|LOC134696967,184.744284583355,-0.263482977210553,0.0717501273901576,2.91615114341649e-5,0.00346222434831488,LOC134696967,lcl|NC_086373.1_cds_XP_063415014.1_5546,sp,Q00438,PTBP1,RAT,50,312,132,5,163,1041,8,314,1.64e-82,273,reviewed,PTBP1_RAT,Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I) (Pyrimidine-binding protein) (PYBP),Ptbp1 Ptb Pybp Tbfii,Rattus norvegicus (Rat),556,GO:0000014; GO:0000381; GO:0000956; GO:0001069; GO:0003231; GO:0003677; GO:0003697; GO:0003723; GO:0003729; GO:0005634; GO:0006397; GO:0008380; GO:0010467; GO:0010976; GO:0022008; GO:0032024; GO:0033119; GO:0035307; GO:0036002; GO:0043484; GO:0043565; GO:0044306; GO:0045595; GO:0045665; GO:0045727; GO:0045944; GO:0048025; GO:0051148; GO:0070886; GO:0070935; GO:0075522; GO:1904411,"3'-UTR-mediated mRNA stabilization [GO:0070935]; cardiac ventricle development [GO:0003231]; gene expression [GO:0010467]; IRES-dependent viral translational initiation [GO:0075522]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of muscle cell differentiation [GO:0051148]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of RNA splicing [GO:0033119]; neurogenesis [GO:0022008]; nuclear-transcribed mRNA catabolic process [GO:0000956]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of insulin secretion [GO:0032024]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of secretory granule organization [GO:1904411]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of translation [GO:0045727]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of cell differentiation [GO:0045595]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]",DNA binding [GO:0003677]; mRNA binding [GO:0003729]; pre-mRNA binding [GO:0036002]; regulatory region RNA binding [GO:0001069]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA binding [GO:0003697]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014],neuron projection terminus [GO:0044306]; nucleus [GO:0005634],,,,R-RNO-6803529;R-RNO-72163;R-RNO-72203;,,
gene-LOC134696967|LOC134696967,184.744284583355,-0.263482977210553,0.0717501273901576,2.91615114341649e-5,0.00346222434831488,LOC134696967,lcl|NC_086373.1_cds_XP_063415014.1_5546,sp,Q00438,PTBP1,RAT,66.837,196,64,1,1276,1860,361,556,3.12e-80,266,reviewed,PTBP1_RAT,Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I) (Pyrimidine-binding protein) (PYBP),Ptbp1 Ptb Pybp Tbfii,Rattus norvegicus (Rat),556,GO:0000014; GO:0000381; GO:0000956; GO:0001069; GO:0003231; GO:0003677; GO:0003697; GO:0003723; GO:0003729; GO:0005634; GO:0006397; GO:0008380; GO:0010467; GO:0010976; GO:0022008; GO:0032024; GO:0033119; GO:0035307; GO:0036002; GO:0043484; GO:0043565; GO:0044306; GO:0045595; GO:0045665; GO:0045727; GO:0045944; GO:0048025; GO:0051148; GO:0070886; GO:0070935; GO:0075522; GO:1904411,"3'-UTR-mediated mRNA stabilization [GO:0070935]; cardiac ventricle development [GO:0003231]; gene expression [GO:0010467]; IRES-dependent viral translational initiation [GO:0075522]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of muscle cell differentiation [GO:0051148]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of RNA splicing [GO:0033119]; neurogenesis [GO:0022008]; nuclear-transcribed mRNA catabolic process [GO:0000956]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of insulin secretion [GO:0032024]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of secretory granule organization [GO:1904411]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of translation [GO:0045727]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of cell differentiation [GO:0045595]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]",DNA binding [GO:0003677]; mRNA binding [GO:0003729]; pre-mRNA binding [GO:0036002]; regulatory region RNA binding [GO:0001069]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA binding [GO:0003697]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014],neuron projection terminus [GO:0044306]; nucleus [GO:0005634],,,,R-RNO-6803529;R-RNO-72163;R-RNO-72203;,,
gene-LOC134688021|LOC134688021,140.239117555415,-0.220858518699721,0.0746680863478896,4.64903075607719e-4,0.0258843880533689,LOC134688021,lcl|NC_086382.1_cds_XP_063404558.1_39619,sp,Q9DBR7,MYPT1,MOUSE,57.566,304,125,1,1,912,3,302,4.91e-106,362,reviewed,MYPT1_MOUSE,Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1),Ppp1r12a Mypt1,Mus musculus (Mouse),1029,GO:0000278; GO:0000776; GO:0001725; GO:0004721; GO:0004857; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0007098; GO:0007165; GO:0019208; GO:0019901; GO:0030018; GO:0030155; GO:0031672; GO:0035507; GO:0043086; GO:0045944; GO:0046822; GO:0071466; GO:0071889; GO:0072357,cellular response to xenobiotic stimulus [GO:0071466]; centrosome cycle [GO:0007098]; mitotic cell cycle [GO:0000278]; negative regulation of catalytic activity [GO:0043086]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell adhesion [GO:0030155]; regulation of myosin-light-chain-phosphatase activity [GO:0035507]; regulation of nucleocytoplasmic transport [GO:0046822]; signal transduction [GO:0007165],14-3-3 protein binding [GO:0071889]; enzyme inhibitor activity [GO:0004857]; phosphatase regulator activity [GO:0019208]; phosphoprotein phosphatase activity [GO:0004721]; protein kinase binding [GO:0019901],A band [GO:0031672]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinetochore [GO:0000776]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; PTW/PP1 phosphatase complex [GO:0072357]; stress fiber [GO:0001725]; Z disc [GO:0030018],,,,R-MMU-2565942;R-MMU-5625740;R-MMU-5627123;,,P0C605-1
gene-LOC134711840|LOC134711840,485.566447331708,-0.46531250781017,0.156419796192087,1.55708415215824e-4,0.0119858842442016,LOC134711840,lcl|NC_086375.1_cds_XP_063428840.1_13739,sp,Q9UT59,YKJ7,SCHPO,36.338,355,179,13,25,1035,5,330,2.35e-41,153,reviewed,YKJ7_SCHPO,Putative uncharacterized oxidoreductase C513.07 (EC 1.1.1.-),SPAC513.07,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),336,GO:0005634; GO:0005829; GO:0016616; GO:0043892; GO:0140041,cellular detoxification of methylglyoxal [GO:0140041],"methylglyoxal reductase (NADPH) activity [GO:0043892]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",cytosol [GO:0005829]; nucleus [GO:0005634],,,,,,
gene-LOC134711840|LOC134711840,485.566447331708,-0.46531250781017,0.156419796192087,1.55708415215824e-4,0.0119858842442016,LOC134711840,lcl|NC_086375.1_cds_XP_063428841.1_13740,sp,Q03049,YD541,YEAST,33.795,361,196,12,1,1020,1,339,4.31e-42,155,reviewed,YD541_YEAST,Putative uncharacterized oxidoreductase YDR541C (EC 1.1.1.-),YDR541C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),344,GO:0016616; GO:0033721; GO:1901426,response to furfural [GO:1901426],"aldehyde dehydrogenase (NADP+) activity [GO:0033721]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",,YDR541C,,,,,
gene-LOC134682520|LOC134682520,35.6812165880141,-1.37822653074335,0.238839400196366,3.79364167338157e-10,2.48217974689356e-7,LOC134682520,lcl|NC_086373.1_cds_XP_063397844.1_3229,sp,P32882,TBB2,CHICK,93.488,430,28,0,1,1290,1,430,0,803,reviewed,TBB2_CHICK,Tubulin beta-2 chain (Beta-tubulin class-II),,Gallus gallus (Chicken),445,GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005509; GO:0005525; GO:0005737; GO:0005874; GO:0031115,microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; negative regulation of microtubule polymerization [GO:0031115],calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200],cytoplasm [GO:0005737]; microtubule [GO:0005874],,,,,,
gene-LOC134682520|LOC134682520,35.6812165880141,-1.37822653074335,0.238839400196366,3.79364167338157e-10,2.48217974689356e-7,LOC134682520,lcl|NC_086373.1_cds_XP_063397845.1_3230,sp,P13602,TBB2,XENLA,94.708,359,19,0,1,1077,73,431,0,664,reviewed,TBB2_XENLA,Tubulin beta-2 chain (Beta-2-tubulin),tubb2,Xenopus laevis (African clawed frog),443,GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0046872,microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200],cytoplasm [GO:0005737]; microtubule [GO:0005874],,,,,,
gene-LOC134694627|LOC134694627,275.289427564372,0.205986475244214,0.0657923909415263,3.05886085089001e-4,0.0187047911657695,LOC134694627,lcl|NC_086385.1_cds_XP_063411733.1_45891,sp,Q52KN9,CWC22,XENLA,71.22,549,151,2,4135,5766,158,704,0,749,reviewed,CWC22_XENLA,Pre-mRNA-splicing factor CWC22 homolog (Nucampholin homolog),cwc22,Xenopus laevis (African clawed frog),803,GO:0000398; GO:0003723; GO:0005634; GO:0005681; GO:0016607; GO:0071005; GO:0071006; GO:0071007,"mRNA splicing, via spliceosome [GO:0000398]",RNA binding [GO:0003723],nuclear speck [GO:0016607]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type precatalytic spliceosome [GO:0071005],,,,,,
gene-LOC134721302|LOC134721302,82.3843281517262,0.331402076598258,0.0968710865323164,5.20084288946394e-5,0.00515592651905493,LOC134721302,lcl|NC_086378.1_cds_XP_063440259.1_24885,sp,E7F4Z4,ZDHC1,DANRE,47.253,273,120,6,37,825,29,287,2.25e-59,211,reviewed,ZDHC1_DANRE,Palmitoyltransferase ZDHHC1 (EC 2.3.1.225) (DHHC domain-containing protein 1) (Zinc finger DHHC domain-containing protein 1),zdhhc1 dhhc1,Danio rerio (Zebrafish) (Brachydanio rerio),578,GO:0005783; GO:0005789; GO:0005794; GO:0006612; GO:0010008; GO:0019706,protein targeting to membrane [GO:0006612],protein-cysteine S-palmitoyltransferase activity [GO:0019706],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794],,,,,,
gene-LOC134707690|LOC134707690,834.059867144951,0.377708255013357,0.0619682659805266,9.588624006865e-11,7.84229585961471e-8,LOC134707690,lcl|NC_086374.1_cds_XP_063423747.1_9092,sp,Q5TJG6,BRD2,CANLF,51.22,410,179,6,184,1407,67,457,2.13e-122,401,reviewed,BRD2_CANLF,Bromodomain-containing protein 2,BRD2,Canis lupus familiaris (Dog) (Canis familiaris),803,GO:0000785; GO:0003682; GO:0005634; GO:0006334; GO:0006338; GO:0006355; GO:0006357; GO:0070577; GO:0071168; GO:0140588; GO:2000330,chromatin looping [GO:0140588]; chromatin remodeling [GO:0006338]; nucleosome assembly [GO:0006334]; positive regulation of T-helper 17 cell lineage commitment [GO:2000330]; protein localization to chromatin [GO:0071168]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357],chromatin binding [GO:0003682]; lysine-acetylated histone binding [GO:0070577],chromatin [GO:0000785]; nucleus [GO:0005634],,,,,,
gene-LOC134707690|LOC134707690,834.059867144951,0.377708255013357,0.0619682659805266,9.588624006865e-11,7.84229585961471e-8,LOC134707690,lcl|NC_086374.1_cds_XP_063423747.1_9092,sp,Q5TJG6,BRD2,CANLF,80.769,78,15,0,1861,2094,632,709,6.91e-33,141,reviewed,BRD2_CANLF,Bromodomain-containing protein 2,BRD2,Canis lupus familiaris (Dog) (Canis familiaris),803,GO:0000785; GO:0003682; GO:0005634; GO:0006334; GO:0006338; GO:0006355; GO:0006357; GO:0070577; GO:0071168; GO:0140588; GO:2000330,chromatin looping [GO:0140588]; chromatin remodeling [GO:0006338]; nucleosome assembly [GO:0006334]; positive regulation of T-helper 17 cell lineage commitment [GO:2000330]; protein localization to chromatin [GO:0071168]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357],chromatin binding [GO:0003682]; lysine-acetylated histone binding [GO:0070577],chromatin [GO:0000785]; nucleus [GO:0005634],,,,,,
gene-LOC134707690|LOC134707690,834.059867144951,0.377708255013357,0.0619682659805266,9.588624006865e-11,7.84229585961471e-8,LOC134707690,lcl|NC_086374.1_cds_XP_063423747.1_9092,sp,Q5TJG6,BRD2,CANLF,42.647,136,73,3,1000,1404,52,183,7.63e-25,115,reviewed,BRD2_CANLF,Bromodomain-containing protein 2,BRD2,Canis lupus familiaris (Dog) (Canis familiaris),803,GO:0000785; GO:0003682; GO:0005634; GO:0006334; GO:0006338; GO:0006355; GO:0006357; GO:0070577; GO:0071168; GO:0140588; GO:2000330,chromatin looping [GO:0140588]; chromatin remodeling [GO:0006338]; nucleosome assembly [GO:0006334]; positive regulation of T-helper 17 cell lineage commitment [GO:2000330]; protein localization to chromatin [GO:0071168]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357],chromatin binding [GO:0003682]; lysine-acetylated histone binding [GO:0070577],chromatin [GO:0000785]; nucleus [GO:0005634],,,,,,
gene-LOC134707690|LOC134707690,834.059867144951,0.377708255013357,0.0619682659805266,9.588624006865e-11,7.84229585961471e-8,LOC134707690,lcl|NC_086374.1_cds_XP_063423747.1_9092,sp,Q5TJG6,BRD2,CANLF,46.565,131,61,4,163,543,334,459,4.47e-23,110,reviewed,BRD2_CANLF,Bromodomain-containing protein 2,BRD2,Canis lupus familiaris (Dog) (Canis familiaris),803,GO:0000785; GO:0003682; GO:0005634; GO:0006334; GO:0006338; GO:0006355; GO:0006357; GO:0070577; GO:0071168; GO:0140588; GO:2000330,chromatin looping [GO:0140588]; chromatin remodeling [GO:0006338]; nucleosome assembly [GO:0006334]; positive regulation of T-helper 17 cell lineage commitment [GO:2000330]; protein localization to chromatin [GO:0071168]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357],chromatin binding [GO:0003682]; lysine-acetylated histone binding [GO:0070577],chromatin [GO:0000785]; nucleus [GO:0005634],,,,,,
