gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134711783|LOC134711783,88.8144766878169,0.497013006305074,0.161296184924766,1.19818864695401e-4,0.00770054626767901,LOC134711783,lcl|NC_086375.1_cds_XP_063428729.1_13608,sp,P28668,SYEP,DROME,55.876,1736,709,19,1,5103,1,1714,0,1798,reviewed,SYEP_DROME,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],GluProRS Aats-glupro CG5394,Drosophila melanogaster (Fruit fly),1714,GO:0003723; GO:0004818; GO:0004827; GO:0005524; GO:0005737; GO:0006424; GO:0006433; GO:0017101; GO:0046872,glutamyl-tRNA aminoacylation [GO:0006424]; prolyl-tRNA aminoacylation [GO:0006433],ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; metal ion binding [GO:0046872]; proline-tRNA ligase activity [GO:0004827]; RNA binding [GO:0003723],aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737],,,,R-DME-9856649;,,
gene-LOC134711783|LOC134711783,88.8144766878169,0.497013006305074,0.161296184924766,1.19818864695401e-4,0.00770054626767901,LOC134711783,lcl|NC_086375.1_cds_XP_063428728.1_13609,sp,Q7SIA2,SYEP,CRIGR,57.648,961,380,7,4,2844,3,950,0,1017,reviewed,SYEP_CRIGR,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Glutamyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],EPRS1 EPRS QPRS,Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus),1511,GO:0004818; GO:0004827; GO:0005524; GO:0005829; GO:0005886; GO:0006424; GO:0006433; GO:0008270; GO:0017101; GO:0017148; GO:0032869; GO:0035613; GO:0042803; GO:0051020; GO:0071346; GO:0097452; GO:0140212; GO:1990904,cellular response to insulin stimulus [GO:0032869]; cellular response to type II interferon [GO:0071346]; glutamyl-tRNA aminoacylation [GO:0006424]; negative regulation of translation [GO:0017148]; prolyl-tRNA aminoacylation [GO:0006433]; regulation of long-chain fatty acid import into cell [GO:0140212],ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; GTPase binding [GO:0051020]; proline-tRNA ligase activity [GO:0004827]; protein homodimerization activity [GO:0042803]; RNA stem-loop binding [GO:0035613]; zinc ion binding [GO:0008270],aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytosol [GO:0005829]; GAIT complex [GO:0097452]; plasma membrane [GO:0005886]; ribonucleoprotein complex [GO:1990904],,,,,,
gene-LOC134711783|LOC134711783,88.8144766878169,0.497013006305074,0.161296184924766,1.19818864695401e-4,0.00770054626767901,LOC134711783,lcl|NC_086375.1_cds_XP_063428728.1_13609,sp,Q7SIA2,SYEP,CRIGR,62.304,764,250,8,3340,5529,752,1511,0,880,reviewed,SYEP_CRIGR,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Glutamyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],EPRS1 EPRS QPRS,Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus),1511,GO:0004818; GO:0004827; GO:0005524; GO:0005829; GO:0005886; GO:0006424; GO:0006433; GO:0008270; GO:0017101; GO:0017148; GO:0032869; GO:0035613; GO:0042803; GO:0051020; GO:0071346; GO:0097452; GO:0140212; GO:1990904,cellular response to insulin stimulus [GO:0032869]; cellular response to type II interferon [GO:0071346]; glutamyl-tRNA aminoacylation [GO:0006424]; negative regulation of translation [GO:0017148]; prolyl-tRNA aminoacylation [GO:0006433]; regulation of long-chain fatty acid import into cell [GO:0140212],ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; GTPase binding [GO:0051020]; proline-tRNA ligase activity [GO:0004827]; protein homodimerization activity [GO:0042803]; RNA stem-loop binding [GO:0035613]; zinc ion binding [GO:0008270],aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytosol [GO:0005829]; GAIT complex [GO:0097452]; plasma membrane [GO:0005886]; ribonucleoprotein complex [GO:1990904],,,,,,
gene-LOC134711783|LOC134711783,88.8144766878169,0.497013006305074,0.161296184924766,1.19818864695401e-4,0.00770054626767901,LOC134711783,lcl|NC_086375.1_cds_XP_063428728.1_13609,sp,Q7SIA2,SYEP,CRIGR,44.949,198,100,2,3127,3693,752,949,6.5e-25,117,reviewed,SYEP_CRIGR,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Glutamyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],EPRS1 EPRS QPRS,Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus),1511,GO:0004818; GO:0004827; GO:0005524; GO:0005829; GO:0005886; GO:0006424; GO:0006433; GO:0008270; GO:0017101; GO:0017148; GO:0032869; GO:0035613; GO:0042803; GO:0051020; GO:0071346; GO:0097452; GO:0140212; GO:1990904,cellular response to insulin stimulus [GO:0032869]; cellular response to type II interferon [GO:0071346]; glutamyl-tRNA aminoacylation [GO:0006424]; negative regulation of translation [GO:0017148]; prolyl-tRNA aminoacylation [GO:0006433]; regulation of long-chain fatty acid import into cell [GO:0140212],ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; GTPase binding [GO:0051020]; proline-tRNA ligase activity [GO:0004827]; protein homodimerization activity [GO:0042803]; RNA stem-loop binding [GO:0035613]; zinc ion binding [GO:0008270],aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytosol [GO:0005829]; GAIT complex [GO:0097452]; plasma membrane [GO:0005886]; ribonucleoprotein complex [GO:1990904],,,,,,
gene-LOC134681291|LOC134681291,148.51317254038,0.233529092852931,0.0888285762703308,0.00139844368119352,0.0404690416911453,LOC134681291,lcl|NC_086380.1_cds_XP_063396929.1_33376,sp,Q69ZX6,MOR2A,MOUSE,58.615,592,229,4,1,1770,1,578,0,743,reviewed,MOR2A_MOUSE,ATPase MORC2A (EC 3.6.1.-) (MORC family CW-type zinc finger protein 2A) (Zinc finger CW-type coiled-coil domain protein 1),Morc2a Kiaa0852 Zcwcc1,Mus musculus (Mouse),1030,GO:0000287; GO:0000792; GO:0003682; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006338; GO:0006974; GO:0008270; GO:0016363; GO:0016887; GO:0042393; GO:0042803; GO:0045814; GO:0045869; GO:0090309,"chromatin remodeling [GO:0006338]; DNA damage response [GO:0006974]; negative regulation of gene expression, epigenetic [GO:0045814]; negative regulation of single stranded viral RNA replication via double stranded DNA intermediate [GO:0045869]; positive regulation of DNA methylation-dependent heterochromatin formation [GO:0090309]",ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; histone binding [GO:0042393]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; zinc ion binding [GO:0008270],cytoplasm [GO:0005737]; cytosol [GO:0005829]; heterochromatin [GO:0000792]; nuclear matrix [GO:0016363]; nucleus [GO:0005634],,,,R-MMU-75105;,,
gene-LOC134716099|LOC134716099,21.7087494066054,-0.537558448542781,0.239155050683104,0.00107196246702443,0.0335818256729425,LOC134716099,lcl|NC_086376.1_cds_XP_063434936.1_19919,sp,Q5RKJ1,MAEA,RAT,58.031,386,159,2,10,1167,14,396,3.71e-164,468,reviewed,MAEA_RAT,E3 ubiquitin-protein transferase MAEA (EC 2.3.2.27) (Macrophage erythroblast attacher),Maea,Rattus norvegicus (Rat),396,GO:0000151; GO:0003779; GO:0005634; GO:0005654; GO:0005737; GO:0005819; GO:0005826; GO:0005856; GO:0005886; GO:0007010; GO:0007155; GO:0015629; GO:0016363; GO:0033033; GO:0034657; GO:0043161; GO:0043249; GO:0046872; GO:0048821; GO:0048822; GO:0051301; GO:0061630,cell adhesion [GO:0007155]; cell division [GO:0051301]; cytoskeleton organization [GO:0007010]; enucleate erythrocyte development [GO:0048822]; erythrocyte development [GO:0048821]; erythrocyte maturation [GO:0043249]; negative regulation of myeloid cell apoptotic process [GO:0033033]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161],actin binding [GO:0003779]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630],actin cytoskeleton [GO:0015629]; actomyosin contractile ring [GO:0005826]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; GID complex [GO:0034657]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; spindle [GO:0005819]; ubiquitin ligase complex [GO:0000151],,,,R-RNO-9861718;,,
gene-LOC134691537|LOC134691537,20.2560266288039,-0.0270321272492479,0.122659019838032,7.47219532008399e-4,0.0270313769242058,LOC134691537,lcl|NC_086383.1_cds_XP_063408173.1_40611,sp,P19477,FIBA,APOPA,47.778,180,86,2,361,876,67,246,8.36e-49,167,reviewed,FIBA_APOPA,Fibrinogen-like protein A (FREP-A),,Apostichopus parvimensis (Warty sea cucumber) (Stichopus parvimensis),282,GO:0005615; GO:0062023,,,collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615],,,,,,
gene-LOC134717060|LOC134717060,218.154017774124,0.361620580950153,0.124401772947976,2.97133468932051e-4,0.0143094399545264,LOC134717060,lcl|NC_086373.1_cds_XP_063436026.1_911,sp,A0A2R6XIK6,PRAF,MARPO,28.374,289,169,10,2104,2937,1387,1648,1.95e-22,108,reviewed,PRAF_MARPO,RAF-like serine/threonine-protein kinase PRAF (EC 2.7.11.1) (Protein PHOTOSYNTHESIS-RELATED RAF) (MpPRAF),PRAF Mapoly0013s0150 MARPO_0013s0150,Marchantia polymorpha (Common liverwort) (Marchantia aquatica),1680,GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005985; GO:0007165; GO:0009637; GO:0009646; GO:0009733; GO:0009734; GO:0010109; GO:0010114; GO:0010928; GO:0071365,auxin-activated signaling pathway [GO:0009734]; cellular response to auxin stimulus [GO:0071365]; regulation of auxin mediated signaling pathway [GO:0010928]; regulation of photosynthesis [GO:0010109]; response to absence of light [GO:0009646]; response to auxin [GO:0009733]; response to blue light [GO:0009637]; response to red light [GO:0010114]; signal transduction [GO:0007165]; sucrose metabolic process [GO:0005985],ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674],cytoplasm [GO:0005737],Mapoly0013s0150 MARPO_0013s0150,,,,,
gene-LOC134699739|LOC134699739,172.067196219652,0.28042633480103,0.110727384204259,0.00128638252591261,0.0381912678804277,LOC134699739,lcl|NW_026963295.1_cds_XP_063417238.1_50934,sp,Q96SB3,NEB2,HUMAN,70.122,164,49,0,2482,2973,445,608,8.81e-67,247,reviewed,NEB2_HUMAN,Neurabin-2 (Neurabin-II) (Protein phosphatase 1 regulatory subunit 9B) (Spinophilin),PPP1R9B PPP1R6,Homo sapiens (Human),817,GO:0000164; GO:0001560; GO:0001932; GO:0001975; GO:0003006; GO:0004672; GO:0004864; GO:0005654; GO:0005737; GO:0005886; GO:0005912; GO:0007015; GO:0007096; GO:0007612; GO:0008157; GO:0008380; GO:0014069; GO:0015629; GO:0016358; GO:0016477; GO:0019722; GO:0019900; GO:0021766; GO:0021987; GO:0030027; GO:0030042; GO:0030175; GO:0030308; GO:0030425; GO:0030426; GO:0030864; GO:0031175; GO:0031749; GO:0032587; GO:0034695; GO:0035094; GO:0035902; GO:0042127; GO:0043025; GO:0044325; GO:0044326; GO:0044327; GO:0046847; GO:0048545; GO:0051015; GO:0051726; GO:0060179; GO:0061458; GO:0071315; GO:0071364; GO:0071392; GO:0071466; GO:1901653; GO:1903078; GO:1903119; GO:1904372; GO:1904373; GO:1904386; GO:1990778; GO:1990780; GO:2000474,actin filament depolymerization [GO:0030042]; actin filament organization [GO:0007015]; calcium-mediated signaling [GO:0019722]; cell migration [GO:0016477]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to estradiol stimulus [GO:0071392]; cellular response to morphine [GO:0071315]; cellular response to peptide [GO:1901653]; cellular response to xenobiotic stimulus [GO:0071466]; cerebral cortex development [GO:0021987]; dendrite development [GO:0016358]; developmental process involved in reproduction [GO:0003006]; filopodium assembly [GO:0046847]; hippocampus development [GO:0021766]; learning [GO:0007612]; male mating behavior [GO:0060179]; negative regulation of cell growth [GO:0030308]; neuron projection development [GO:0031175]; positive regulation of protein localization to actin cortical patch [GO:1904372]; positive regulation of protein localization to plasma membrane [GO:1903078]; protein localization to actin cytoskeleton [GO:1903119]; protein localization to cell periphery [GO:1990778]; regulation of cell cycle [GO:0051726]; regulation of cell growth by extracellular stimulus [GO:0001560]; regulation of cell population proliferation [GO:0042127]; regulation of exit from mitosis [GO:0007096]; regulation of opioid receptor signaling pathway [GO:2000474]; regulation of protein phosphorylation [GO:0001932]; reproductive system development [GO:0061458]; response to amphetamine [GO:0001975]; response to immobilization stress [GO:0035902]; response to kainic acid [GO:1904373]; response to L-phenylalanine derivative [GO:1904386]; response to nicotine [GO:0035094]; response to prostaglandin E [GO:0034695]; response to steroid hormone [GO:0048545]; RNA splicing [GO:0008380],actin filament binding [GO:0051015]; D2 dopamine receptor binding [GO:0031749]; kinase binding [GO:0019900]; protein kinase activity [GO:0004672]; protein phosphatase 1 binding [GO:0008157]; protein phosphatase inhibitor activity [GO:0004864]; transmembrane transporter binding [GO:0044325],actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytoplasmic side of dendritic spine plasma membrane [GO:1990780]; dendrite [GO:0030425]; dendritic spine head [GO:0044327]; dendritic spine neck [GO:0044326]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein phosphatase type 1 complex [GO:0000164]; ruffle membrane [GO:0032587],,,Q96SB3;,,,P38398; P62136; P62140; P36873
gene-LOC134699739|LOC134699739,172.067196219652,0.28042633480103,0.110727384204259,0.00128638252591261,0.0381912678804277,LOC134699739,lcl|NW_026963295.1_cds_XP_063417239.1_50935,sp,O35867,NEB1,RAT,72.727,165,44,1,2503,2994,453,617,8.57e-67,251,reviewed,NEB1_RAT,Neurabin-1 (Neurabin-I) (Neural tissue-specific F-actin-binding protein I) (PP1bp175) (Protein phosphatase 1 regulatory subunit 9A) (p180),Ppp1r9a,Rattus norvegicus (Rat),1095,GO:0005737; GO:0005856; GO:0007015; GO:0008157; GO:0010976; GO:0014069; GO:0015629; GO:0019722; GO:0019901; GO:0019904; GO:0030027; GO:0030175; GO:0030425; GO:0030426; GO:0030833; GO:0030864; GO:0031175; GO:0031594; GO:0042802; GO:0043025; GO:0043197; GO:0044325; GO:0044326; GO:0044877; GO:0048666; GO:0050804; GO:0051015; GO:0051020; GO:0051489; GO:0051497; GO:0051823; GO:0051963; GO:0060079; GO:0060999; GO:0061001; GO:0097237; GO:0098871; GO:0098974; GO:0098978; GO:1900272; GO:1900454; GO:1904049; GO:1990761,actin filament organization [GO:0007015]; calcium-mediated signaling [GO:0019722]; cellular response to toxic substance [GO:0097237]; excitatory postsynaptic potential [GO:0060079]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of long-term synaptic potentiation [GO:1900272]; negative regulation of spontaneous neurotransmitter secretion [GO:1904049]; negative regulation of stress fiber assembly [GO:0051497]; neuron development [GO:0048666]; neuron projection development [GO:0031175]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of long-term synaptic depression [GO:1900454]; positive regulation of neuron projection development [GO:0010976]; postsynaptic actin cytoskeleton organization [GO:0098974]; regulation of actin filament polymerization [GO:0030833]; regulation of dendritic spine morphogenesis [GO:0061001]; regulation of filopodium assembly [GO:0051489]; regulation of synapse assembly [GO:0051963]; regulation of synapse structural plasticity [GO:0051823],actin filament binding [GO:0051015]; GTPase binding [GO:0051020]; identical protein binding [GO:0042802]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]; protein phosphatase 1 binding [GO:0008157]; protein-containing complex binding [GO:0044877]; transmembrane transporter binding [GO:0044325],actin cytoskeleton [GO:0015629]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; dendritic spine neck [GO:0044326]; filopodium [GO:0030175]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; growth cone lamellipodium [GO:1990761]; lamellipodium [GO:0030027]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; postsynaptic actin cytoskeleton [GO:0098871]; postsynaptic density [GO:0014069],,,,,,P62142; P63088; P67999; P62136
gene-LOC134722086|LOC134722086,42.040078556005,0.500541204320944,0.166764268917255,1.55020406578842e-4,0.00900466361692753,LOC134722086,lcl|NC_086378.1_cds_XP_063441626.1_26786,sp,Q9H1V8,S6A17,HUMAN,45.888,608,306,7,61,1842,46,644,0,568,reviewed,S6A17_HUMAN,Sodium-dependent neutral amino acid transporter SLC6A17 (Sodium-dependent neurotransmitter transporter NTT4) (Solute carrier family 6 member 17),SLC6A17 NTT4,Homo sapiens (Human),727,GO:0005886; GO:0006836; GO:0007420; GO:0008021; GO:0015293; GO:0015804; GO:0015816; GO:0015820; GO:0015824; GO:0016020; GO:0030163; GO:0030672; GO:0032328; GO:0035725; GO:0042995; GO:0098794; GO:0098978; GO:0098982; GO:0150104,alanine transport [GO:0032328]; brain development [GO:0007420]; glycine transport [GO:0015816]; L-leucine transport [GO:0015820]; neurotransmitter transport [GO:0006836]; neutral amino acid transport [GO:0015804]; proline transport [GO:0015824]; protein catabolic process [GO:0030163]; sodium ion transmembrane transport [GO:0035725]; transport across blood-brain barrier [GO:0150104],symporter activity [GO:0015293],cell projection [GO:0042995]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672],,,Q9H1V8;,,,Q12983
gene-LOC134725683|LOC134725683,30.7536595925682,0.668105466545625,0.255415185165706,3.79000551739359e-4,0.0171642283770774,LOC134725683,lcl|NC_086373.1_cds_XP_063445783.1_2379,sp,Q7SXF6,CREL2,DANRE,45.299,351,165,6,19,1041,6,339,1.83e-88,272,reviewed,CREL2_DANRE,Cysteine-rich with EGF-like domain protein 2,creld2 zgc:66383,Danio rerio (Zebrafish) (Brachydanio rerio),341,GO:0005509; GO:0005576; GO:0005783,,calcium ion binding [GO:0005509],endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576],,,,,,
gene-LOC134725546|LOC134725546,140.155753071646,0.29791845536946,0.111553532993498,7.98022068415574e-4,0.0280567758790317,LOC134725546,lcl|NC_086379.1_cds_XP_063445528.1_29757,sp,Q6UXY8,TMC5,HUMAN,34.446,569,337,10,604,2271,418,963,2.69e-91,312,reviewed,TMC5_HUMAN,Transmembrane channel-like protein 5,TMC5 UNQ8238/PRO33604,Homo sapiens (Human),1006,GO:0005886; GO:0008381; GO:0070062,,mechanosensitive monoatomic ion channel activity [GO:0008381],extracellular exosome [GO:0070062]; plasma membrane [GO:0005886],,,Q6UXY8;,,,
gene-LOC134716146|LOC134716146,78.7813684982847,0.628957454874368,0.256692937933775,5.95486673344096e-4,0.0230059557215773,LOC134716146,lcl|NC_086376.1_cds_XP_063435007.1_20010,sp,Q9NWM0,SMOX,HUMAN,36.095,507,262,10,79,1425,46,548,8.39e-101,315,reviewed,SMOX_HUMAN,Spermine oxidase (EC 1.5.3.16) (Polyamine oxidase 1) (PAO-1) (PAOh1),SMOX C20orf16 SMO UNQ3039/PRO9854,Homo sapiens (Human),555,GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006596; GO:0006598; GO:0006805; GO:0031965; GO:0043231; GO:0046208; GO:0046592; GO:0052894; GO:0052895; GO:0052901,polyamine biosynthetic process [GO:0006596]; polyamine catabolic process [GO:0006598]; spermine catabolic process [GO:0046208]; xenobiotic metabolic process [GO:0006805],N1-acetylspermine:oxygen oxidoreductase (N1-acetylspermidine-forming) activity [GO:0052895]; norspermine:oxygen oxidoreductase activity [GO:0052894]; polyamine oxidase activity [GO:0046592]; spermine:oxygen oxidoreductase (spermidine-forming) activity [GO:0052901],cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],,INDUCTION: By antitumor polyamine analogs.,Q9NWM0;,R-HSA-141334 [Q9NWM0-3];R-HSA-351200 [Q9NWM0-3];,UPA00211;,
gene-LOC134721732|LOC134721732,53.6332485385554,0.460624669974388,0.224548468469475,0.00190729075436506,0.0498007905113692,LOC134721732,lcl|NC_086378.1_cds_XP_063440984.1_25975,sp,Q6AYR2,NDRG3,RAT,43.953,339,166,6,1,1008,1,318,2.09e-89,276,reviewed,NDRG3_RAT,Protein NDRG3 (N-myc downstream-regulated gene 3 protein),Ndrg3 Ndr3,Rattus norvegicus (Rat),375,GO:0005737; GO:0007165; GO:0046697,decidualization [GO:0046697]; signal transduction [GO:0007165],,cytoplasm [GO:0005737],,,,,,
gene-LOC134725572|LOC134725572,267.252377592657,0.340725954778352,0.111307560255102,2.00437998687099e-4,0.0107583126922203,LOC134725572,lcl|NC_086379.1_cds_XP_063445574.1_29807,sp,Q9UKN7,MYO15,HUMAN,44.554,1120,590,11,1,3339,1213,2308,0,974,reviewed,MYO15_HUMAN,Unconventional myosin-XV (Unconventional myosin-15),MYO15A MYO15,Homo sapiens (Human),3530,GO:0000146; GO:0005516; GO:0005524; GO:0005737; GO:0006897; GO:0007015; GO:0007605; GO:0007626; GO:0009416; GO:0015629; GO:0016020; GO:0016459; GO:0032420; GO:0042472; GO:0051015; GO:0070062; GO:0098858,actin filament organization [GO:0007015]; endocytosis [GO:0006897]; inner ear morphogenesis [GO:0042472]; locomotory behavior [GO:0007626]; response to light stimulus [GO:0009416]; sensory perception of sound [GO:0007605],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146],actin cytoskeleton [GO:0015629]; actin-based cell projection [GO:0098858]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; myosin complex [GO:0016459]; stereocilium [GO:0032420],,,Q9UKN7;,R-HSA-9662360;R-HSA-9662361;,,
gene-LOC134725572|LOC134725572,267.252377592657,0.340725954778352,0.111307560255102,2.00437998687099e-4,0.0107583126922203,LOC134725572,lcl|NC_086379.1_cds_XP_063445574.1_29807,sp,Q9UKN7,MYO15,HUMAN,29.327,907,543,21,5503,8133,2681,3519,2.79e-115,416,reviewed,MYO15_HUMAN,Unconventional myosin-XV (Unconventional myosin-15),MYO15A MYO15,Homo sapiens (Human),3530,GO:0000146; GO:0005516; GO:0005524; GO:0005737; GO:0006897; GO:0007015; GO:0007605; GO:0007626; GO:0009416; GO:0015629; GO:0016020; GO:0016459; GO:0032420; GO:0042472; GO:0051015; GO:0070062; GO:0098858,actin filament organization [GO:0007015]; endocytosis [GO:0006897]; inner ear morphogenesis [GO:0042472]; locomotory behavior [GO:0007626]; response to light stimulus [GO:0009416]; sensory perception of sound [GO:0007605],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146],actin cytoskeleton [GO:0015629]; actin-based cell projection [GO:0098858]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; myosin complex [GO:0016459]; stereocilium [GO:0032420],,,Q9UKN7;,R-HSA-9662360;R-HSA-9662361;,,
gene-LOC134692961|LOC134692961,31.1151430608447,-1.63723837625979,0.342688476861517,6.93270538501361e-8,3.08736479812606e-5,LOC134692961,lcl|NC_086384.1_cds_XP_063409701.1_43721,sp,A4QP81,FRRS1,DANRE,34.591,159,100,4,16,480,9,167,2.3e-22,97.1,reviewed,FRRS1_DANRE,Putative ferric-chelate reductase 1 (EC 1.-.-.-),frrs1 zgc:163022,Danio rerio (Zebrafish) (Brachydanio rerio),573,GO:0016020; GO:0016491; GO:0046872,,metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491],membrane [GO:0016020],,,,,,
gene-LOC134715733|LOC134715733,18.2849400188899,-0.561039654106784,0.2796763631112,0.00172458050631177,0.045991620012213,LOC134715733,lcl|NC_086373.1_cds_XP_063434211.1_691,sp,Q9Z139,ROR1,MOUSE,44.28,743,348,14,178,2358,58,750,0,629,reviewed,ROR1_MOUSE,"Inactive tyrosine-protein kinase transmembrane receptor ROR1 (mROR1) (Neurotrophic tyrosine kinase, receptor-related 1)",Ror1 Ntrkr1,Mus musculus (Mouse),937,GO:0001725; GO:0004714; GO:0005524; GO:0005886; GO:0007605; GO:0009986; GO:0010976; GO:0014002; GO:0017147; GO:0042813; GO:0043123; GO:0043235; GO:0043679; GO:0048839; GO:0051092; GO:0051897,astrocyte development [GO:0014002]; inner ear development [GO:0048839]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of neuron projection development [GO:0010976]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; sensory perception of sound [GO:0007605],ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147],axon terminus [GO:0043679]; cell surface [GO:0009986]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; stress fiber [GO:0001725],,,,R-MMU-5140745;,,
gene-LOC134691111|LOC134691111,19.7789814785904,-0.137143353526807,0.289330543690112,9.85525497414213e-4,0.0317386375476107,LOC134691111,lcl|NC_086383.1_cds_XP_063407432.1_41948,sp,C3ZAH2,MTND,BRAFL,64.407,177,62,1,1,528,1,177,3.52e-80,238,reviewed,MTND_BRAFL,Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53),BRAFLDRAFT_119977,Branchiostoma floridae (Florida lancelet) (Amphioxus),177,GO:0005506; GO:0005634; GO:0005737; GO:0006555; GO:0010308; GO:0010309; GO:0016151; GO:0019509,L-methionine salvage from methylthioadenosine [GO:0019509]; methionine metabolic process [GO:0006555],acireductone dioxygenase (Ni2+-requiring) activity [GO:0010308]; acireductone dioxygenase [iron(II)-requiring] activity [GO:0010309]; iron ion binding [GO:0005506]; nickel cation binding [GO:0016151],cytoplasm [GO:0005737]; nucleus [GO:0005634],,,,,UPA00904;,
